,content
8923,"• In the Tropical Weather Outlook, Press release and informatory message to the Government of India issued on 13th April (on the day of development of LPA, 3 days prior to formation of depression and 7 days prior to Landfall), it was indicated that the system would intensify into a cyclonic storm by 16th evening and would move initially northwestwards till 17th and then recurve north-northeastwards towards north BoB."
8924,"• Actually, the depression formed in the morning (0000 UTC) of 16th, cyclonic storm in the evening (1200 UTC) of 16th and the system moved north-northwestwards till 17th evening (1200 UTC) followed by north-northeastward recurvature thereafter and crossed West Bengal coast on 20th Afternoon."
8925,"• In the first bulletin issued at 0845 IST of 16th May (104 hrs prior to landfall) with the formation of Depression, it was indicated that the system would intensify into a cyclonic storm and will move north-northwestwards till 17th May followed by north-northeastward re-curvature towards West Bengal coast during 18th-20th May and cross West Bengal coast with maximum sustained wind speed of 155-165 kmph gusting to 180 kmph."
8926,"• In the bulletin issued at 1645 hrs IST of 16th May (24 hrs prior to rapid intensification), rapid intensification of the system was predicted and the system rapidly intensified from 17th afternoon onwards."
8927,The system that is going to make landfall in Sunderbans will cross West Bengal-Bangladesh coasts between Sagar Island and Hatiya Islands in the afternoon of 20th May.
8928,• IMD continuously predicted since 16th May that Amphan will cross West Bengal coast as a very severe cyclonic storm (VSCS) with wind speed of 155-165 kmph gusting to 180 kmph on 20th May.
8929,"• In the first bulletin released at 0845 hrs IST of 16th May (104 hrs prior to landfall), Pre-cyclone Watch for West Bengal-north Odisha coasts was issued."
8930,• The warnings were further upgraded and Cyclone Watch for West Bengal and north Odisha coasts was issued at 2030 hrs IST of 16th May (92 hrs prior to landfall).
8931,• Cyclone Alert (Yellow Message) for West Bengal and north Odisha coasts was issued at 0840 hrs IST of 17th May (80 hrs prior to landfall).
8932,• Cyclone Warning (Orange Message) for West Bengal and north Odisha coasts was issued at 0845 hrs IST of 18th May (56 hrs prior to landfall).
8933,"• Post landfall outlook (Red Message) for interior districts of Gangetic West Bengal, Assam and Meghalaya was issued at 2330 hrs IST of 19th May (17 hrs prior to landfall)."
8934,"IMD predicted accurately the landfall point and time, track and intensity of cyclone Amphan."
8935,"India Meteorological Department (IMD) and RSMC New Delhi acknowledge the contribution from all the stakeholders and disaster management agencies to the successful monitoring, prediction and early warning service of SuCS AMPHAN."
8936,The report has been attached herewith.
8937,The same is also available on IMD website at thelink: 
8938,https://mausam.imd.gov.in/Forecast/marquee_data/Summary%20Super%20Cyclonic%20Storm%20Amphan%20(13062020).pdf 
8939,and RSMC New Delhi website at the link:
8940,http://www.rsmcnewdelhi.imd.gov.in/images/pdf/publications/preliminary-report/amphan.pdf]
8941,"Southwest Monsoon advances further into some more parts of Madhya Maharashtra, most parts of Marathwada & Vidarbha, some more parts of Chhattisgarh, remaining parts of Odisha & West Bengal and most parts of Jharkhand and some parts of Bihar"
8942,Conditions are becoming favourable for further advance of Southwest MonsoonIsolated Heat wave condition likely over west Rajasthan during next 4-5 days
8943,"According to the National Weather Forecasting Centre/RegionalMeteorology Centre, New Delhiof the India Meteorological Department: "
8944,"♦ Southwest Monsoon has further advanced into some more parts of MadhyaMaharashtra, most parts of Marathwada & Vidarbha, some more parts of"
8945,"Chhattisgarh, remaining parts of Odisha & West Bengal and most parts of Jharkhand and some parts of Bihar."
8946,"♦ The Northern Limit of Monsoon (NLM) passes through Lat.18°N/Long.60°E, Lat.18°N/Long.70°E, Harnai, Ahmednagar, Aurangabad, Gondia, Champa,"
8947,"Ranchi, Bhagalpur, Lat.27°N/Long.86.5°E."
8948,"♦ Conditions are becoming favourable for further advance of Southwest Monsoon into remaining parts of Central Arabian Sea, some parts of North Arabian"
8949,"Sea, remaining parts of Maharashtra (including Mumbai), some more parts of Chhattisgarh, Jharkhand & Bihar and some parts of south Gujarat State and south"
8950,Madhya Pradesh during next 24 hours.
8951,"♦ A cyclonic circulation lies over north Interior Odisha and neighbourhood and extends upto 7.6 km above mean sea level, tilting southwestwards with height."
8952,♦ The east-west shear zone now runs roughly along Lat.19°N across Peninsular & Central India at 3.1 km above mean sea level and extends upto 5.8 km above
8953,mean sea level tilting southwards with height.
8954,♦ A trough at mean sea level runs from northwest Rajasthan to north Interior Odisha across north Madhya Pradesh and North Chhattisgarh and extends upto 1.5
8955,"♦ Under the influence of above systems, widespread rainfall along with heavy to very heavy falls at a few places with extremely heavy at isolated place over"
8956,Widespread rainfall is likely in Konkan and Goa during the next 48 hours.
8957,There is a risk of heavy downpours over central and northeast India during next 5 days.
8958,adjoining east India during next 3-4 days.
8959,♦ Isolated Heat wave condition likely over west Rajasthan during next 4-5 days.
8960,♦ No significant change in maximum temperatures likely over most parts of the country during next 3 days.
8961,Weather Warning during next 5 days :
8962,"♦ Thunderstorm accompanied with lightning & gusty wind (speed reaching 40-50 kmph) very likely at isolated places over Uttarakhand;with lightning & gusty wind (speed reaching 30-40 kmph) at isolated places over Jammu & Kashmir, Ladakh, Gilgit- Baltistan, Muzaffarabad, Punjab,Haryana, Chandigarh & Delhi, East Rajasthan, Marathwada and Konkan & Goa; with lightning at isolated places over Himachal Pradesh, Uttar Pradesh,"
8963,"Madhya Pradesh, Vidarbha, Chhattisgarh, Bihar, Jharkhand, Coastal Andhra Pradesh &Yanam and Rayalaseema."
8964,♦ Thunderstorm/Duststorm accompanied with lightning & gusty wind (speed reaching 40-50 kmph) very likely at isolated places over West Rajasthan.
8965,"♦ Heavy to very heavy rainfall at a few places with extremely heavy falls at isolated places very likely over Konkan & Goa; heavy to very heavy rainfallat isolated places over Madhya Pradesh, Vidarbha, Chhattisgarh, Sub-Himalayan West Bengal & Sikkim, Assam & Meghalaya, Gujarat Region, MadhyaMaharashtra and Coastal Karnataka; heavy rainfall at isolated places over Uttarakhand, Jharkhand, Gangetic West Bengal, Odisha, Arunachal Pradesh,Nagaland, Manipur, Mizoram & Tripura, Saurashtra & Kutch, Marathwada, Coastal Andhra Pradesh &Yanam and Kerala &Mahe."
8966,Fishermen are advised not to venture into sea over these areas.
8967,"♦ Thunderstorm accompanied with lightning & gusty wind (speed reaching 30-40 kmph) very likely at isolated places over Jammu &Kashmir, Ladakh, Gilgit- Baltistan, Muzaffarabad, Haryana, Chandigarh & Delhi and East Rajasthan; with lightning at isolated places over Himachal Pradesh,Uttar Pradesh, Madhya Pradesh, Vidarbha, Chhattisgarh, Bihar, Jharkhand and Coastal Andhra Pradesh &Yanam."
8968,♦ Thunderstorm/Duststorm accompanied with lightning & gusty wind (speed reaching 40-50 kmph) very likely at isolated places over West Rajasthan.
8969,"♦ Heavy to very heavy rainfall at a few places very likely over Konkan & Goa; at isolated places over Madhya Maharashtra, Sub-Himalayan West Bengal& Sikkim, Assam & Meghalaya, Gujarat Region and Coastal Karnataka; heavy rainfall at isolated places over Uttarakhand, Madhya Pradesh, Vidarbha,Chhattisgarh, Bihar, Jharkhand, Gangetic West Bengal, Arunachal Pradesh, Nagaland, Manipur, Mizoram & Tripura, Saurashtra & Kutch, Marathwada andKerala &Mahe."
8970,♦ Heat wave conditions very likely at isolated places over West Rajasthan.
8971,Fishermen are advised not to venture into sea over these areas.
8972,♦ Thunderstorm accompanied with lightning & gusty wind (speed reaching 30-40 kmph) very likely at isolated places over EastRajasthan; with lightning at isolated places over Uttar Pradesh and Coastal Andhra Pradesh &Yanam.
8973,"♦ Heavy to very heavy rainfall very likely at a few places over Konkan & Goa; at isolated places over Madhya Maharashtra; heavy rainfall at isolated placesover Uttarakhand, Madhya Pradesh, Chhattisgarh, West Bengal & Sikkim, Odisha, Andaman & Nicobar Islands, Arunachal Pradesh, Assam & Meghalaya,Nagaland, Manipur, Mizoram & Tripura, Gujarat State, Kerala &Mahe and Coastal Karnataka."
8974,♦ Heat wave conditions likely at isolated places over West Rajasthan.
8975,There is a possibility of strong wind and squally weather affecting fishermen.
8976,♦ Thunderstorm accompanied with lightning & gusty wind (speed reaching 30-40 kmph) likely at isolated places over East Rajasthan;with lightning at isolated places over East Uttar Pradesh.
8977,"♦ Heavy to very heavy rainfall at a few places over Konkan & Goa; at isolated places likely over Madhya Maharashtra; heavy rainfall at isolated places overSub-Himalayan West Bengal & Sikkim, Odisha, Andaman & Nicobar Islands, Assam & Meghalaya, Nagaland, Manipur, Mizoram & Tripura, Gujarat Stateand Coastal Karnataka."
8978,♦ Heat wave conditions likely at isolated places over West Rajasthan.
8979,There is a possibility of strong wind and squally weather affecting fishermen.
8980,♦ Thunderstorm accompanied with lightning at isolated places likely over East Uttar Pradesh.
8981,"♦ Heavy to very heavy rainfall at isolated places likely over Gujarat Region and Konkan & Goa; heavy rainfall at isolated places over Sub-Himalayan WestBengal & Sikkim, Odisha, Assam & Meghalaya, Nagaland, Manipur, Mizoram & Tripura, Saurashtra & Kutch, Madhya Maharashtra and Coastal Karnataka."
8982,♦ Heat wave conditions likely at isolated places over West Rajasthan.
8983,There is a possibility of strong wind and squally weather affecting fishermen.
8984,"For further details and forecast updates kindly visit websites of IMD, New Delhi:"
8985,http://www.imd.gov.in/pages/allindiawxfcbulletin.php
8986,"With its onset over Kerala on 1st June, 2020, Southwest Monsoon has advanced & covered entire Kerala, Tamil Nadu, Karnataka, Goa, Puducherry, Telangana, Andhra Pradesh, northeastern states, most parts of Odisha, West Bengal, Sikkim and some parts of Maharashtra and Chhattisgarh as on 12th June, 2020"
8987,It has been nearly normal advance over most part of the above region except northeastern states where it has been delayed by 6-days Conditions are also becoming favourable for further advance of Southwest Monsoon 
8988,"According to the National Weather Forecasting Centre/Regional Meteorology Centre, New Delhi of the India Meteorological Department:"
8989,Progress of Southwest Monsoon 2020 and its forecast till 17th June 2020
8990,"Advance of Southwest Monsoon till 12th June, 2020"
8991,"Southwest Monsoon has set in over Kerala on 1st June, 2020 (coinciding with its normal date), thereafter it advanced & covered entire Kerala, Tamil Nadu, Karnataka, Goa, Puducherry, Telangana, Andhra Pradesh, northeastern states, most parts of Odisha, West Bengal, Sikkim and some parts of Maharashtra and Chhattisgarh as on 12th June, 2020."
8992,"The Northern Limit of Monsoon (NLM) passes through Lat.18°N/Long.60°E, Lat.18°N/Long.70°E, Harnai, Baramati, Beed, Wardha, Raipur, Sambalpur, Baripada, Bardhaman, Siliguri, Lat.27°N/Long.87.5°E on 12th June, 2020 (Annexure I)."
8993,It has been nearly normal advance over most part of the above region except northeastern states where it has been delayed by 6-days.
8994,Southwest Monsoon till 11th June 2020:
8995,"This year’s southwest monsoon is above Long Period Average (LPA) by 34%, 95% and 28% over northwest, central and south peninsular India."
8996,Regions ActualRainfall(mm) NormalRainfall(mm)%Departure fromLPA
8997,East & northeast India  99.9  103.6  -4%
8998,"The timely progress of southwest monsoon is due to formation two low pressure systems, one over southeast Arabian, which intensified upto a Severe Cyclonic Storm, NISARGA,"
8999,crossed South Maharashtra coast during 2-5 June 2020 and another system over eastcentral Bay of Bengal & moved towards south Odisha coast during 7-12 June 2020.
9000,"The low pressure area lies over north Coastal Andhra Pradesh, adjoining Coastal Odisha & neighbourhood."
9001,An east-west shear zone lies between 3.1 & 7.6 km above mean sea level tilting southwards with height and runs roughly along Lat.17°N across Peninsular India at 3.1 km above mean sea level.
9002,"-- Under the influence of above systems,"
9003,"a) Scattered heavy to very heavy with isolated extremely heavy rainfall (≥ 20 cm) very likely over Konkan & Goa and Isolated heavy to very heavy rainfall over Madhya Maharashtra, Marathawada, Coastal Andhra Pradesh & Yanam, North Interior Karnataka,"
9004,"Chhattisgarh, Telangana, Vidarbha, Assam & Meghalaya during next 24 hours; scattered"
9005,"heavy to very heavy with isolated extremely heavy rainfall likely over Vidarbha and Isolated heavy to very heavy rainfall over Coastal Karnataka, Madhya Maharashtra, Chhattisgarh, Telangana, Assam & Meghalaya during subsequent 24 hours."
9006,"b) Conditions are also becoming favourable for further advance of Southwest Monsoon into some more parts of Central Arabian Sea, remaining parts of Maharashtra (including"
9007,"Mumbai), Odisha and West Bengal, some more parts of Chhattisgarh and some parts of"
9008,"south Gujarat State, south Madhya Pradesh, Jharkhand and Bihar during next 48 hours."
9009,"[Heavy rain: 64.5-115.5 mm/day; isolated rain (≤25% of stations gets rain), scattered or at a few places rain (26 to 50% of stations gets rain), at many places or fairly widespread rain (51–75% of stations gets rain) and at most places or wodespread rain (>75% of stations gets rain)]"
9010,"Figure 1: Advancement of southwest Monsoon till 12th June, 2020."
9011,"For further details and forecast updates kindly visit websites of IMD, New Delhi:"
9012,http://www.imd.gov.in/pages/allindiawxfcbulletin.php
9013,"Mumbai will soon be able to predict floods before they happen, helping protect property and save lives"
9014,State-of-the-art Flood Warning System for Mumbai Launched
9015,"Floods to be estimated 3 days in advance, at ward-level"
9016,Decision Support System will enable smart decision-making and field action based on risk assessment
9017,State-of-the-art flood warning system developed by MoES is a gift to Mumbaikars: Chief Minister Uddhav Thackeray
9018,The minister congratulates the scientists at Ministry of Earth Sciences.
9019,"iFLOWS- Mumbai, a state-of-the-art Integrated Flood Warning System for Mumbai has been launched through video conference."
9020,The system that will provide early warning for flooding is being developed by the city.
9021,The scientists at the Ministry of Earth Sciences developed a flood warning system for Mumbai.
9022,MoES scientists have developed the best early warning system for tsunami in the whole world. This service has been extended to the countries in Indian Ocean Region.
9023,The Chief Minister of Maharashtra congratulated MoES and IMD for accurate prediction of Cyclone Nisarga and monsoon in the state.
9024,MoES ordered more than 160 observatories and 4 more radars to forecast rainfall with a precision of 500 metres and every 15 minutes for Mumbai. The project to develop iFlowsMumbai project has been completed.
9025,MoES launched iFlowsMumbai before the onset of monsoon.
9026,"On the occasion, a video of Mumbai Flood Warning System was screened and a digital brochure of the system was also released."
9027,"Shri K S Hosalikar, DDGM, IMD Mumbai was also present for the launch event."
9028,Early Flood Warnings for the city of Mumbai have been developed by the Ministry of Earth Sciences and the BMC.
9029,The I-FLOWS project aims to improve flood management in Mumbai city.
9030,Mumbai is prone to floods. The government of India will develop an integrated flood warning system for the city.
9031,The Southwest Monsoon has advanced further
9032,Conditions are becoming favourable for further advance of Southwest Monsoon
9033,"According to the National Weather Forecasting Centre/Regional Meteorology Centre, New Delhi of the India Meteorological Department:"
9034,"♦ Today,the Southwest Monsoon has advanced into some more parts of central Arabian Sea, entire Goa, some parts of Konkan, Madhya Maharashtra & Marathwada, remaining parts of Karnataka, entire Rayalaseema & Coastal Andhra Pradesh, most parts of Telangana, some parts of south Chhattisgarh and south Odisha, some more parts of westcentral & north Bay of Bengal, remaining parts of Nagaland, Manipur, Mizoram & Tripura, most parts of Arunachal Pradesh and some more parts of Assam & Meghalaya."
9035,"♦ The Northern Limit of Monsoon (NLM) passes through Lat.18°N/Long.60°E, Lat.18°N/Long.70°E, Harnai, Solapur, Ramagundam, Jagdalpur, Gopalpur, Lat.21°N/Long.89°E, Agartala, Chaparmukh, Tezpur and Lat.28°N/Long.92°E."
9036,"♦Conditions are becoming favourable for further advance of Southwest Monsoon into some more parts of Central Arabian Sea and Maharashtra (including Mumbai); remaining parts of Telangana, westcentral and North Bay of Bengal, Arunachal Pradesh & Assam & Meghalaya, entire Sikkim, some more parts of Odisha and some parts of west Bengal"
9037,A low pressure area over westcentral & adjoining north west Bay of Bengal is tilting southwestwards with height. It is likely to move west-northwestwards.
9038,♦ The cyclonic circulation over south Gujarat region & neighbourhood between 0.9 km & 3.1 km above mean sea level persists.
9039,♦ The cyclonic circulation over south Chhattisgarh & neighbourhood at 1.5 km above mean sea level persists.
9040,♦ The Western Disturbance as a cyclonic circulation over north Rajasthan & neighbourhood between 0.9 km & 2.1 km above mean sea level persists.
9041,"♦ The trough from the above cyclonic circulation over north Rajasthan to the cyclonic circulation associated with the low pressure area across north Madhya Pradesh, Chhattisgarh and Odisha at 0.9 km above mean sea level persists."
9042,"♦Thunderstorm accompanied with lightning & gusty wind (speed reaching 30-40 kmph)very likely at isolated places over Jammu & Kashmir, Ladakh, Gilgit- Baltistan, Muzaffarabad; with lightning at isolated places over Himachal Pradesh, Uttarakhand, Punjab, Haryana, Chandigarh & Delhi, Uttar Pradesh, Rajasthan, Coastal Karnataka, Coastal Andhra Pradesh & Yanam, Konkan & Goa, Marathwada, Madhya Maharashtra, West Madhya Pradesh, Bihar, Jharkhand, West Bengal & Sikkim, Arunachal Pradesh, Assam & Meghalaya and Nagaland, Manipur, Mizoram & Tripura."
9043,"♦Heavy to very heavy rainfall at a few places with extremely heavy fallsat isolated places very likely over Konkan & Goa, Coatsal Karnataka and Telangana; heavy to very heavy rainfall at a few places over Vidarbha; at isolated places over Assam &Meghalaya, Chhattisgarh, Odisha, Coastal Andhra Pradesh & Yanam, Interior Karnataka, Kerala & Mahe, Madhya Maharashtra and Marathwada and heavy rainfall at isolated places over Gujarat state, Rayalaseema, Sub-Himalayan West Bengal & Sikkim, Arunachal Pradesh and Nagaland, Manipur, Mizoram & Tripura."
9044,Fishermen are advised not to venture into seav water over these areas.
9045,"There is a possibility of thunderstorms, lightning and heavy rains."
9046,♦Heat wave conditions likely at isolated places over West Rajasthan.
9047,Fishermen are advised not to venture into sea over these areas.
9048,"♦Thunderstorm accompanied with lightninglikely at isolated places over Coastal Andhra Pradesh & Yanam, Gangetic West Bengal, Jharkhand, Bihar, Arunachal Pradesh, Assam & Meghalaya and Nagaland, Manipur, Mizoram & Tripura."
9049,"♦Heavy to very heavy rainfalllikely at a few places over Konkan & Goa; at isolated places over Gujarat state and Madhya Maharashtra and heavy rainfall at isolated places over Uttarakhand, Coastal Karnataka, Kerala & Mahe, Madhya Pradesh, Vidarbha, Arunachal Pradesh, Sub-Himalayan West Bengal & Sikkim, Assam & Meghalaya and Nagaland, Manipur, Mizoram & Tripura."
9050,♦Heat wave conditions likely at isolated places over West Rajasthan.
9051,Fishermen are advised not to venture into sea over these areas.
9052,"♦Thunderstorm accompanied with lightningat isolated places likely over Coastal Andhra Pradesh & Yanam, West Bengal & Sikkim, Jharkhand, Bihar, Arunachal Pradesh, Assam & Meghalaya and Nagaland, Manipur, Mizoram & Tripura."
9053,"♦Heavy to very heavy rainfallat isolated places likely over Sub-Himalayan West Bengal & Sikkim, Konkan & Goa, Gujarat state and heavy rainfall at isolated places over Coastal Karnataka, Kerala & Mahe, Madhya Pradesh, Andaman & Nicobar Islands, Madhya Maharashtra, Arunachal Pradesh, Assam & Meghalaya and Nagaland, Manipur, Mizoram & Tripura."
9054,♦Heat wave conditions likely at isolated places over West Rajasthan.
9055,Fishermen are advised not to venture into sea over these areas.
9056,Kindly visitwww.imd.gov.infor updates.
9057,"FLOOD WARNING SYSTEM FOR MUMBAI “IFLOWS-Mumbai” to be launched on June 12, 2020"
9058,"IFLOWS-Mumbai is developed as a state of art Integrated Flood Warning system for Mumbai to enhance the resilience of Mumbai by providing early warning for flooding specially during high rainfall events and cyclonesMinistry of Earth Sciences, using in-house expertise,and in close coordination with Municipal Corporation of Greater Mumbai developed the Integrated Flood Warning System for MumbaiThe system has provisions to capture the urban drainage within the city and predict the areas of flooding"
9059,"The recent monsoon floods in Mumbai brought the city to a standstill. In 2005, the city received 94cm of rainfall in a span of 24 hours paralyzing the city completely. Extreme precipitation events are on the rise in India driven by warming temperatures and changes in the monsoon due to climate change. People should be warned about these before they occur."
9060,The government of Maharashtra has developed an Integrated Flood Warning System for Mumbai.
9061,The I-FLOWS system aims to predict the weather and manage flood risk in Greater Mumbai.
9062,"The Flood Warning System will be formally launched jointly by Honorable Shri Uddhavji Balasaheb Thackeray Hon Chief Minister, Government of Maharashtra and Dr Harsh Vardhan, Hon Union Minister for Health & Family Welfare, Science & Technology, Earth Sciences, Govt of India on 12th June 2020 at Mumbai at 1230 hours."
9063,"Southwest Monsoon stays on course---advances into remaining parts of Tamil Nadu, some more parts of westcentral& north Bay of Bengal; most parts of Mizoram & Manipur and Tripura and some parts of Assam & Nagaland"
9064,--Conditions becoming favourable for further advance of SW Monsoon--The low pressure area over Eastcentral and adjoining Westcentral Bay of Bengal persists--No significant change in maximum temperatures likely over most parts of the country during next 3 daysExtremely heavy falls at isolated places very likely over Coastal Andhra Pradesh &Yanam
9065,"According to the National Weather Forecasting Centre/Regional Meteorology Centre, New Delhi/Cyclone Warning Division of the India Meteorological Department:"
9066,"♦ Southwest Monsoon advanced into remaining parts of Tamil Nadu, some more parts of westcentral & north Bay of Bengal; most parts of Mizoram & Manipur and Tripura and some parts of Assam & Nagaland."
9067,"♦ The Northern Limit of Monsoon (NLM) now passes through Karwar, Shimoga, Tumukuru, Chittoor, and in the northeastern parts of Agartala and Kohima."
9068,"♦ Conditions are becoming favourable for further advance of Southwest Monsoon into some more parts of Central Arabian Sea, Goa; Some parts of Maharashtra; some more parts of Karnataka and Rayalaseema; some parts of Telangana and Coastal Andhra Pradesh; some more parts of Central and North Bay of Bengal and some more parts of Northeastern states during next 48 hours."
9069,"♦ Conditions are likely to become favorable subsequently for further advance of Southwest Monsoon into some more parts of Maharashtra; remaining parts of Karnataka, Telangana, Rayalaseema, Coastal Andhra Pradesh, Bay of Bengal and northeastern states, entire Sikkim and some parts of Odisha and West Bengal during subsequent 24 hours."
9070,♦ The low pressure area over Eastcentral and adjoining Westcentral Bay of Bengal persists. It is likely to move west-northwestwards during the next 48 hours.
9071,"♦ Under the influence of this Low Pressure Area, fairly widespread to widespread rainfall accompanied with isolated heavy to very heavy rainfall likely over Odisha, north Coastal Andhra Pradesh and Telangana during 10th-11th June and over central India during 11th-13th June."
9072,♦ The cyclonic circulation over south Gujarat & adjoining northeast Arabian Sea between 2.1 km & 4.5 km above mean sea level persists.
9073,"♦ The trough from north Pakistan to the cyclonic circulation associated with the low pressure area across north Rajasthan, north Madhya Pradesh, Chhattisgarh and Odisha at 0.9 km above mean sea level persists."
9074,♦ The Western Disturbance as a cyclonic circulation over central Pakistan & neighbourhood between 1.5 km & 2.1 km above mean sea level persists.
9075,"Meanwhile, IMD forecasts --No significant change in maximum temperatures likely over most parts of the country during next 3 days."
9076,"♦ Thunderstorm accompanied with lightning very likely at isolated places over Jammu & Kashmir, Ladakh, Gilgit- Baltistan, Muzaffarabad, Himachal Pradesh, Uttarakhand, Punjab, Haryana, Chandigarh & Delhi, Uttar Pradesh, Rajasthan, Tamilnadu, Puducherry & Karaikal, Madhya Pradesh, Bihar, Marathwada, Madhya Maharashtra, Gujarat State, Chhattisgarh, Jharkhand, West Bengal & Sikkim, Arunachal Pradesh, Assam & Meghalaya and Nagaland, Manipur, Mizoram & Tripura."
9077,"♦ Heavy to very heavy rainfall with extremely heavy falls at isolated places very likely over Coastal Andhra Pradesh & Yanam; heavy to very heavy rainfall at isolated places over Rayalaseema, Telangana and Odisha and heavy rainfall at isolated places over Kerala & Mahe, Lakshadweep, Coastal Karnataka, Konkan & Goa, Madhya Maharashtra, Vidarbha, Chhattisgarh, Andaman & Nicobar Islands, Sub-Himalayan West Bengal & Sikkim, Assam & Meghalaya and Nagaland, Manipur, Mizoram & Tripura."
9078,There will be squally weather and strong wind over Central & adjoining North Bay of Bengal.
9079,Fishermen are advised not to venture into sea over these areas.
9080,"♦ Thunderstorm accompanied with lightning very likely at isolated places over Jammu & Kashmir, Ladakh, Gilgit- Baltistan, Muzaffarabad, Himachal Pradesh, Uttarakhand, Punjab, Haryana, Chandigarh & Delhi, Uttar Pradesh, Rajasthan, Madhya Pradesh, Bihar, Gujarat State, Jharkhand, Gangetic West Bengal, Arunachal Pradesh, Assam & Meghalaya and Nagaland, Manipur, Mizoram & Tripura."
9081,"♦ Heavy rainfall at a few places with very heavy falls at isolated places very likely over Coastal Karnataka; heavy to very heavy rainfall at isolated places over Kerala & Mahe, Telangana, Konkan & Goa, Madhya Maharashtra, Marathwada, Vidarbha, Chhattisgarh and Odisha and heavy rainfall at isolated places over Lakshadweep, Interior Karnataka, Coastal Andhra Pradesh & Yanam, Sub-Himalayan West Bengal & Sikkim, Arunachal Pradesh, Assam & Meghalaya and Nagaland, Manipur, Mizoram & Tripura."
9082,There is a possibility of squally weather and strong winds over Goa and Konkan coasts. Fishermen are advised not to venture into sea over these areas.
9083,"♦ Thunderstorm accompanied with lightning likely at isolated places over Jammu & Kashmir, Ladakh, Gilgit- Baltistan, Muzaffarabad, Himachal Pradesh, Uttarakhand, Punjab, Haryana, Chandigarh & Delhi, Uttar Pradesh, Rajasthan, Bihar, Gujarat State, Jharkhand, Gangetic West Bengal, Arunachal Pradesh, Assam & Meghalaya and Nagaland, Manipur, Mizoram & Tripura."
9084,"♦ Heavy to very heavy rainfall likely at isolated places over Coastal Karnataka, Konkan & Goa and Madhya Maharashtra and heavy rainfall at isolated places over Kerala & Mahe, Telangana, Marathwada, Vidarbha, Madhya Pradesh, Chhattisgarh, South Interior"
9085,"Karnataka, Sub-Himalayan West Bengal & Sikkim, Arunachal Pradesh, Assam & Meghalaya and Nagaland, Manipur, Mizoram & Tripura."
9086,There will be squally weather and strong wind over the Southwest and adjoining Westcentral Arabian Sea.
9087,Fishermen are advised not to venture into sea over these areas.
9088,"♦ Thunderstorm accompanied with lightning & gusty winds (speed reaching 30-40 kmph) likely at isolated places over Uttar Pradesh and Rajasthan; with lightning at isolated places over Gujarat State, Gangetic West Bengal, Jharkhand, Bihar, Arunachal Pradesh, Assam & Meghalaya and Nagaland, Manipur, Mizoram & Tripura."
9089,"♦ Heavy to very heavy rainfall at isolated places likely over Konkan & Goa and heavy rainfall at isolated places over Coastal Karnataka, Gujarat State, Madhya Maharashtra, Madhya Pradesh, Arunachal Pradesh, Sub-Himalayan West Bengal, Assam & Meghalaya and Nagaland, Manipur, Mizoram & Tripura."
9090,There is a risk of squally weather with wind speed reaching 45-55 km/h over Southwest and adjoining Westcentral Arabian Sea.
9091,(speed reaching 40-50 kmph) over Eastcentral Arabian Sea.
9092,Fishermen are advised not to venture into sea over these areas.
9093,Kindly visit www.imd.gov.infor updates.
9094,"Southwest Monsoon has further advanced into some more parts of West Central & north Bay of Bengal, today"
9095,"Conditions are becoming favourable for further advance of Southwest MonsoonLow pressure area over eastcentral Bay of Bengal & neighbourhood, likely to move west-northwest wards and become well marked during next 48 hours"
9096,"According to the National Weather Forecasting Centre/Regional Meteorology Centre, New Delhi/Cyclone Warning Division of the India Meteorological Department:"
9097,"♦ Southwest Monsoon has further advanced into some more parts of West Central & north Bay of Bengal, today."
9098,"The Northern Limit of Monsoon (NLM) passes through Lat.14°N/Long.60°E, Lat.14°N/Long.70°E, Karwar, Shimoga, Tumukuru, Chittoor, Chennai, 18°N/Long.87°E and Lat.22°N/Long.93°E."
9099,"♦Conditions are becoming favourable for further advance of Southwest Monsoon into some more parts of Central Arabian Sea, Goa, Some parts of Maharashtra, some more parts of Karnataka and Rayalaseema, remaining parts of Tamilnadu, some parts of Telangana and Coastal Andhra Pradesh, some more parts of Central and North Bay of Bengal and some parts of Northeastern states during next 48 hours."
9100,"♦ Conditions are likely to become favorable subsequently for further advance of Southwest monsoon into some more parts of Maharashtra, Karnataka and Telangana remaining parts of Rayalaseema and Coastal Andhra Pradesh, remaining parts of Bay of Bengal & northeastern states, Sikkim, some parts of Odisha and Gangetic West Bengal during subsequent 48 hours."
9101,A low pressure area over eastcentral Bay of Bengal and associated cyclonic circulation extending upto midtropospheric levels persists. It is likely to move west-northwest wards and become well marked during next 48 hours.
9102,"♦Under the influence of this Low Pressure Area, fairly widespread to widespread rainfall accompanied withisolated heavy to very heavy rainfalllikely over Odisha, north Coastal Andhra Pradesh and Telangana during 09th-10th June, over central India during 11th- 13th June."
9103,"♦ Due to Strengthening of southwesterly flow,isolated heavy to very heavy rainfallis likely along the west coast of India during 10th- 13th June."
9104,"♦ The cyclonic circulation persists over south Gujarat & adjoining northeast Arabian Sea,north Odisha and East Uttar Pradesh."
9105,"Meanwhile, IMD forecasts --No significant change in maximum temperatures likely over most parts of the country during next 3 days."
