,content
930,• Prime Minister’s call of ‘Vocal for Local’ motivated the individual and corporate users to buy from the MSEs; 
931,• Finance Minister’s announcement under the ‘Atmnirbhar Bharat’package to pay MSME dues in 45 days acted as a trigger for the Government & Corporate buyers and users of MSE goods and services; 
932,"• After the above announcement, consistent efforts have been made by the Ministry of MSME; "
933,"• Several rounds of letters have been written by Secretary, MSME to the stakeholders;"
934,• Cabinet Secretary had supported the Ministry and written letters to the CPSEs;
935,"• Several personal discussions and interventions have been made with the heads of CPSEs by Secretary, MSME;"
936,"• An online reporting format has been developed by the MSME Ministry where CPSEs are filing the monthly details of procurement, payments made and payments pending;"
937,"• State Governments have also been requested and persuaded by Secretary, MSME several times to see that MSE payments are made on time;"
938,"On the first round of personal e-letters written by Secretary, MSME to the Indian Corporates, 500 letters were received and good response was received."
939,"• In the second lot, 3,000 e-letters were written before the festive season to the Indian corporate world; "
940,"• It is heartening to note that the Corporate sector, both in the public and private domain, have responded very positively and pro-actively to help MSEs of the country;"
941,"• As reported by many corporates and as per market feedback, most of the corporates have paid the MSME dues before the festivals; "
942,"The highest procurement, biggest transactions and maximum payments to MSEs by CPSEs are reflected in the table attached."
943,"Ministry of MSME thanks the Ministries, CPSEs and the India Inc. for co-operating with the Government in this challenging time."
944,KVIC Inaugurates Khadi Exhibition in Varanasi; High Altitude Honey from Kashmir and Uttarakhand & Woolens Hog Limelight
945,The Khadi Exhibition in Varanasi has been inaugurated today by KVIC Chairman Shri Vinai Kumar Saxena.
946,"Khadi institutions and PMEGP units from J&K with products like high altitude honey, Kashmiri woolen and shawls have been a major attraction at the exhibition."
947,"A number of fine products like Muslin fabric from West Bengal, Pashmina shawls and woolens from J&K, Koti Shawls from Punjab, leather products from Kanpur, terracotta pottery from Rajasthan and Uttar Pradesh and pickles, Murabba and Herbal medicine from Rabiya are on display at the exhibition. A special discount of 30% is being offered on Khadi Fabric and readymade clothes."
948,"Khadi artisans from J&K, Rajasthan, West Bengal, Punjab, Uttarakhand and others are exhibiting their handmade Khadi products at a state level exhibition in Varanasi."
949,Varanasi is a hub for Khadi artisans.
950,Technology based Initiatives & Interventions of MSME Ministry to tackle COVID-19 challenge leads to Effective response to Prime Minister’s call of Atmanirbhar Bharat & Make in India
951,The Step Results in lowering the cost of Medical items including Hand Sanitizer;It leads to reducing imports and making exports possible of several COVID related medical items and auxiliaries
952,The government of India is promoting technology based initiatives and interventions to address COVID-19 challenge.
953,MSME Minister Shri Nitin Gadkari has complimented the Team MSME on these initiatives and achievements.
954,Hand Sanitizer Bottle Dispenser (Pump/Flip): 
955,"During COVID-19, the demand for hand sanitizer and bottles increased dramatically. The demand for Bottle Dispensers (pumps) increased by 50%. The pre-covid manufacturing capacity of bottle dispensers/ pumps in the country was around 5 Lakh per day. To meet the growing demand, efforts were made to import bottle dispenser/pumps from China, but the supply chain was disturbed and the prices were raised."
956,• Sanitizer Bottle Dispenser is a plastic apparatus with plastic cap used for dispensing (taking out) the sanititzer material and capping the sanitizer bottle.
957,"• Dispenser can be of 3 types viz. Pumps for spray, Flip cap for gel and Flip cap of liquid."
958,The components of Dispenser are being assembled.
959,Assembly of pumps is a challenge and expensive.
960,The demand for dispensers in the sanitizer market is growing.
961,"The Secretary, MSME, held several rounds of meetings with the stakeholders including Ministry's officials and Tool Rooms (TRs) and Technology Centers (TCs) to understand how to increase local manufacturing of dispensers. However, the private sector was motivated to expand the capacities but it was not possible due to lack of moulds."
962,MSME Ministry Motivated its Technology Centers (TCs): 
963,The TCs have produced seven moulds for manufacturing the dispenser components.
964,Ministry of Commerce approved grant for TCs for purchase of new machinery worth Rs. 26 crore.
965,• TCs took the challenge of manufacturing the moulds for dispensers as Multi cavity (16 or 24 cavity) moulds were not being manufactured in the country.
966,"• To reduce the timelines, the required seven moulds were parallelly distributed to a number of TCs located at various places (Ahmadabad, Ludhiana, Aurangabad, Jamshedpur, Hyderabad, Mumbai)."
967,• Two sets of the moulds of sanitizer pumps have been provided by our TCs to the industry for manufacturing
968,• Flip cap moulds of 30 mm and 24 mm were also developed by TC Ludhiana.
969,"• Inspired by this, now, some private tool rooms are also manufacturing moulds."
970,"• Because of the above, today, we are almost self sufficient in dispenser manufacturing."
971,The current manufacturing capacity is about 40 Lakh per day.
972,The cost of petrol will come down to about Rs. 5.50 in April-May 2020.
973,• Many Indian companies have started manufacturing and may have surplus stock.
974,"• As per discussions with AIPMA, the current consumption is over 50 lakh dispensers per day (now people are also buying refills)."
975,"• Earlier there was ban on export of sanitizers with spray pump, which is now lifted, which means that we are now in a position to export."
976,Achieving Self-sufficiency in Hand-sanitizing materials: 
977,The MSME Ministry has created senitizer testing facility and developed Ayurvedic/Cosmatic Senitizers.
978,The demand for hand sanitizer in India increased after the liberalized licensing for manufacturing of the sanitizers.
979,The Kannauj Technology Centre manufactures hand sanitizer and alcohol.
980,FFDC bought packaging line and other equipment from the Ministry of MSME.
981,"FFDC sold more than 90,000 bottles and 400 cans of Hand Sanitiser."
982,"CSIR-National Botanical Research Institute, Lucknow has developed and tested sanitizer samples."
983,"• At present, the availability of the sanitizer material is sufficient in the country."
984,The UV Sanitizer Boxes were designed and manufactured by the TC at Ramnagar and the design was given to the Industry.
985,The country is self sufficient in face shields and masks.
986,TC Chennai fabricated close-all PPE using hot tape sealing machine.
987,TC Meerut installed equipment for testing PPE kit. Similar equipment was also installed at Ministry’s Okhla TC for gloves and close-all PPE kits.
988,Khadi Registers Record Sale; Single-Day Sale at Flagship CP Outlet Crossed Rs 1 cr for 4 times in 40 Days 
989,This festive season Khadi artisans have recorded a record sale of their products.
990,"On November 13, the total sales at this outlet reached a record high of Rs 1.11 crore. Khadi sales reached an all-time high on that day."
991,"Khadi's highest ever single-day sale was recorded at Rs 1.27 crore on October 2, 2019. On October 22, 2016, the single day sale at Khadi India outlet in CP had reached Rs 116.13 crore."
992,KVIC has sold over one million pieces of Khadi and Village Industries products in the last year.
993,This year's Khadi products sales are expected to be higher than usual because of the recent government initiatives aimed at boosting local manufacturing.
994,"· November 13, 2020 – Rs 111.40 lakh"
995,Arunachal Pradesh School Children to Wear Khadi Face Masks
996,"Khadi and Village Industries Commission (KVIC) supplies 60,000 Khadi Cotton Face Masks for school children in Arunachal Pradesh."
997,The KVIC has shipped a consignment of Khadi face masks for the students of the State Government of North East India by air.
998,KVIC has provided face masks with its logo on them to Arunachal Pradesh Government.
999,KVIC has used Double Twisted Khadi fabric for manufacturing of their face masks.
1000,"“The Government of Arunachal Pradesh has decided to open schools for class 10th and 12th from 16th November 2020, and also accorded approval for procurement of 60,000 Khadi Cotton face masks from KVIC for the school children,” the purchase order issued by the State Government said."
1001,KVIC supplies Khadi face masks to Arunachal Pradesh Government.
1002,"KVIC has sold more than 23 million face masks since it was launched in April this year. It has received repeat orders from the Indian Red Cross Society, Rashtrapati Bhavan, Prime Minister's Office, several State Governments and Central Government Ministries and PSUs."
1003,New online system of MSME/Udyam Registration stands the test of Time & Technology
1004,"Totally seamless & smooth system also shows stability & resilience More than 11 lakh MSMEs already registered since its launch on 1st July, 2020 Out of this, more than 9.26 lakh registrations took place with PAN number This also includes more than 1.80 lakh old UAM holders; 1.73 lakh enterprises owned by women Ministry of MSME launches special drives for increasing Udyam Registration Registration without PAN and GST upto 31.3.2021 as transitional arrangement "
1005,New online system of MSME/Udyam Registration launched by Union MSME Ministry has stood the test of Time & Technology as more than 11 lakh MSMEs have successfully registered themselves by now.
1006,The registration of MSMEs and Udyam is now completely paperless.
1007,The registration of MSMEs is being handled by CHAMPIONS’ platform.
1008,"As per the analysis of the registrations till October 31, 2020 (more than 10 Lakh), the trend and broad picture is as follows:-"
1009,• 3.72 lakh enterprises have registered under Manufacturing category whereas 6.31 lakh enterprises under Service sector.
1010,• The share of Micro Enterprises is 93.17% whereas Small and Medium Enterprises are 5.62% and 1.21% respectively.
1011,• 7.98 lakh enterprises are owned by Male whereas 1.73 lakh enterprises by Female entrepreneurs.
1012,"• 11,188 enterprises are owned by Divyangjan entrepreneurs."
1013,"• The Top 5 Industrial sectors of registrations are – Food Products, Textile, Apparel, Fabricated Metal products and Machinery & equipments."
1014,"• 1,01,03,512 persons have been given employment by these registered units."
1015,"• 5 leading States for Udyam registrations are Maharashtra, Tamil Nadu, Rajasthan, Uttar Pradesh and Gujarat."
1016,• Registration without PAN is permitted upto 31.03.2021 as a transitional arrangement.
1017,"• Similarly, Registration without GST number is also permitted upto 31.03.2021 as a transitional arrangement."
1018,"Enterprises which have not yet registered with the Ministry of Micro, Small and Medium Enterprises should do so."
1019,Entrepreneurs are advised to be careful of fake and misleading agencies and websites/portals.
1020,"Ministry of MSME, Government of India warns unscrupulous elements against cheating people in the name of Prime Minister's Employment Generation Programme (PMEGP) Scheme"
1021,Ministry says entire process of application and fund release under PMEGP is online and free of cost
1022,"Ministry of MSME, Government of India, has warned against cheating in the name of Prime Minister’s Employment Generation Programme."
1023,The Ministry of MSME has warned unscrupulous elements against cheating general public in its name.
1024,Prime Minister's Employment Generation Programme (PMEGP) is a central sector credit linked subsidy scheme being implemented by the Ministry of MSME since 2008-09 to assist first generation entrepreneurs for setting up of micro enterprises across the country.
1025,The entire process of application and fund flow under the PMEGP Scheme has been made online through one Government portal.
1026,"No company, agency or franchise is engaged or authorized for promoting or sanctioning PMEGP Projects or providing financial assistance under PMEGPs scheme."
1027,The PMEGP scheme is totally illegal and fake.
1028,"EEPC India, NID join hands for scaling up medical device industry to meet health challenges like Covid 19"
1029,"EEPC India and the National Institute of Design have joined together to promote and upgrade the designs and technology for the medical devices industry, enabling it to meet the emerging needs of the country's health sector, particularly in the aftermath of Covid-19 pandemic."
1030,The government has approved seven incubation ideas for the health sector.
1031,The country is producing over 2 Lakh PPE kits in a day to fight the COVID-19 pandemic. Medical devices have been one of the key import-dominant sectors in the country.
1032,"EEPC India's design council is bringing together policymakers, researchers, designers and industry to discuss the possibilities of design in the country."
1033,Design plays an important role in bringing innovation and competitiveness for Indian MSMEs.
1034,"EEPC India is the apex body of the engineering export organizations, accounting for over 25% of the country's overall export."
1035,NID is the premier design institution.
1036,"Ms. Durga Shakti Nagpal, Dy CEO, IBEF, Mr. Satish Gokhale, Director, Design Directions and Mr. Gaurav Agarwal, Managing Director, ITPL, Bengaluru, participated in the webinar."
1037,Shri Gadkari calls for greater utilization of Bamboo resources; reducing logistics cost
1038,Minister inaugurates Virtual Bamboo Exhibition
1039,"Nitin Gadkari, the Union Minister of Road Transport and Highways and MSMEs, has inaugurated a virtual Bamboo Exhibition today."
1040,Shri Gadkari asked various sectors to use more cost-efficient transport methods to reduce logistics costs. Brahmaputra River has been dredged to make it possible to use waterways for transporting goods.
1041,Shri Gadkari has asked Ministry of Environment to prepare a comprehensive Bamboo Policy.
1042,"Bamboo yield for industrial use should be 200 tonnes per acre, which will increase the availability of employment."
1043,Shri Gadkari has suggested reducing bamboo sticks to bales to make transportation easier and cheaper. He suggested IITs should be roped in to undertake a pilot project in this regard.
1044,"He also suggested making available more incentives to Bamboo production, processing and handling and said this will go a long way in developing the bamboo based industry."
1045,India is destined to play a major role in Post-COVID economic resurgence and North Eastern Region will play a crucial role in it with full exploitation of huge Bamboo resources.
1046,The Minister of DoNER and North Eastern Council is exploring Bamboo resources for exploitation.
1047,"The Union Minister said that around 40% area under bamboo is in North Eastern States, but it is not being exploited due to restrictions under Indian Forest Act 1927."
1048,"Dr Jitendra Singh, a leading Agarbatti expert, said that the recent government decision to increase the import duty on bamboo sticks to 25% has paved the way for setting up of new Agarbatti stick manufacturing units."
1049,"Dr Jitendra Singh said that Bamboo has great potential for its use as a clean source of energy and can also replace the single use plastic, thus promoting the environment and Climate cause in India."
1050,Secretary DONER Dr Inderjit Singh also spoke on the occasion.
1051,KVIC’s e-portal Brings Early Diwali for empowered Potters
1052,"This Diwali, earthen lamps made by Khadi potters in remote parts of Rajasthan and Jaisalmer are being sold on Khadi India's e-portal."
1053,"Khadi and Village Industries Commission (KVIC) launched online sale of Khadi's clay Diyas on October 8th. Since the launch, nearly 10,000 Diya have been sold online."
1054,KVIC has launched new sets of designer Diyas that are in high demand.
1055,KVIC has launched designer Diyas. KVIC is offering a discount of 10%.
1056,KVIC is also selling Diyas and other clay items such as Laxmi-Ganesh idols and other decoratives through its outlets in Delhi and other cities.
1057,KVIC e-portal allows potters to sell their products online. Khadi products made in Rajasthan are being bought in remote states.
1058,"This Diwali, potters of PMEGP unit in Pokharan are selling their dyes outside their village. They are also supplying their products to Khadi Bhavan in Delhi and from there they are being sold online."
1059,Kumhar community is getting better from KVIC's help in training and providing them with electric potter wheels.
1060,KHADI Bringing Smile by Creating Employment in Kargil-Leh
1061,The calm and quaint Himalayan terrains of Kargil and Leh are booming with production activities as a result of the self-sustainable employment created by Khadi and Village Industries Commission (KVIC) in the region.
1062,"Since the year 2017-18, KVIC has set up nearly 1000 different small and medium manufacturing units under its flagship Prime Minister Employment Generation Program (PMEGP) scheme in Kargil and Leh creating over 8200 employments for local youths in just three-and-half years and released margin money to the tune of Rs 32.35 crore since 2017-18 to support these units."
1063,"The KVIC has supported many projects for local people in Kargil and Leh. It has helped locals to set up 26 new projects in Kurgil and 24 in Leh, creating 350 jobs."
1064,"KVIC established 802 projects in Kargil and 191 in Leh creating 6781 and 1421 jobs, respectively. KVIC disbursed Rs 26.67 crn as margin money for these projects."
1065,KVIC is creating jobs in Kargil and Leh-Ladakh region.
1066,The beneficiaries in Kargil and Leh say they are happy that they started their own production units and created self-employment opportunities.
1067,Mohammad Bakir and Ismail Nasiri started their production units with loans of Rs 10 and Rs 25 lakh.
1068,The employment spree of KVIC has encouraged local women to take up self-employment.
1069,Hamida Banoo started a cutting tailoring business and employs 3 women. Her annual turnover has reached Rs 12 lakh.
1070,The Central Government is promoting development of Leh-Ladakh region.
1071,No of Projects and Employment in Kargil and Leh from 2017-18 to 2020-21 (upto September 30)
1072,“HunarHaat” returns after a gap of seven months
1073,"Mukhtar Abbas Naqvi and KirenRijiju inaugurate the HunarHaat at DilliHaat, Pitampura. "
1074,"Mukhtar Abbas Naqvi says that indigenous products of master artisans are ""Local Pride"" and ""Global Praise"" of ""HunarHaat""."
1075,"Shri Naqvi, along with Union Minister of State for Youth Affairs and Sports (I/C) and Minister of State for Minority Affairs Shri KirenRijiju, inaugurated the “HunarHaat”, being organised at Delhi Haat, Pitampura from 11th to 22nd November, 2020."
1076,Shri Naqvi inaugurated the “HunarHaat” which promotes indigenous products of master artisans and craftsmen.
1077,Shri Naqvi said that thousands of master artisans and craftsmen from across the country are participating in the HunarHaat.
1078,"Shri Naqvi says that indigenous exquisite products made from Maati, Metal and Machiya are the major attraction at the Pitampura Hatta."
1079,Shri Naqvi announced that products of artisans will be available on a new digital and online platform.
1080,Shri Naqvi said that every corner of the country has a traditional and ancestral legacy of indigenous products. The indigenous industry got a boost after Prime Minister Narendra Modi promoted “Vocal for Local” policy.
1081,Shri Naqvi launched the HunarHaat initiative aimed at promoting the production of indigenous handmade products.
1082,"Shri Naqvi, the chairman of ""HunarHaat"", has said that the organisation which promotes Indian artisans and craftsmen from remote areas has become popular among the people."
1083,"The Minister of State for Human Resources Development announced that in the coming days there will be HunarHaat’s organized at Jaipur, Chandigarh, Indore, Mumbai, Hyderabad, Lucknow, India Gate, New Delhi, Ranchi, Kota and Surat/Ahmedabad."
1084,"Shri Kiren Rijijju, in his address at HunarHaat festival, urged people to buy from local artisans."
1085,The event was held in the presence of senior officials of the Minority Affairs Ministry.
1086,There is a fair with stalls of different kinds of art and crafts from across India.
1087,"Mukhtar Abbas Naqvi to inaugurate “HunarHaat” at DilliHaat, Pitampura"
1088,"Hunar Haat, to be held from 11-22 November, restarts with the theme of “Vocal for Local”Indigenous exquisite products made from “Maati (clay), Metal and Machiya (wooden & jute products)” to be the major attractionMore than 100 stalls set up“Hunar Haat” has become a credible brand of rare exquisite indigenous handmade products: Mukhtar Abbas NaqviSocial distancing and other guidelines regarding Corona pandemic will be strictly followed at “Hunar Haat” : Mukhtar Abbas Naqvi"
1089,Hunar Haat is restarting tomorrow. Union Minister for Minority Affairs Shri Mukhtar Abbas Naqvi will inaugurate the Hunar haat at Pitampura. 
1090,"Shri Mukhtar Abbas Naqvi today said that rare exquisite products made from clay, different metals and wooden products, products made from cane-bamboo, mesmerising pottery work etc will be available for display and sale at “Hunar Haat”, being organised at Delhi Haat, Pitampura from 11th to 22nd November, 2020."
1091,Shri Naqvi said that every corner of the country has a traditional and ancestral legacy of indigenous products. Prime Minister Narendra Modi promoted the concept of “Swadeshi” language and promoted the indigenous industry.
1092,Shri Naqvi wants to create a market for indigenous handmade products.
1093,Shri Naqvi is inaugurating a market.
1094,"Shri Naqvi, the chairman of ""Hunar Haat"", has said that the initiative which promotes the artisans from remote areas of India has become popular among the people."
1095,"The Minority Affairs Ministry organises “Hunar Haat” every year to provide employment and training opportunities to artisans and craftsmen. In the coming days, “ Hunar Haats” will be held in Jaipur, Chandigarh, Indore, Mumbai, Hyderabad, Lucknow, New Delhi, Ranchi, Kota and Surat/Ahmedabad."
1096,Shri Naqvi announced that this “Hunar Haat” will be made available online also.
1097,"This time, people will also be able to buy “Hunar Haat” products digitally and online. Union Minority Affairs Ministry is registering these artisans and their indigenous products on “GeM” (Government e Marketplace)."
1098,"Shri Naqvi, the Minister of State for Culture, has said that strict guidelines will be followed at the upcoming Hunar Haat."
1099,Mukhtar Abbas Naqvi announces Haj 2021 guidelines
1100,"National-international Protocol Guidelines due to Pandemic Position will be implemented and followed strictly during the Haj 2021: Mukhtar Abbas NaqviOnline application process for Haj 2021 starts from todayThe last date of applying for Haj 2021 is 10th December, 2020The application filled for Haj 2020 by women under without “Mehram” (male companion) category is valid for Haj 2021 alsoThe 10 embarkation points for Haj 2021 are- Ahmedabad, Bengaluru, Cochin, Delhi, Guwahati, Hyderabad, Kolkata, Lucknow, Mumbai and Srinagar"
1101,Online application process for Haj 2021 starts today.
1102,"The last date for applying for Haj 2021 is 10th December, 2020. People can apply online, offline and through Haj Mobile App."
1103,The Haj process for 2021 is being held according to the guidelines issued by Saudi Arabia and the Government of India.
1104,Shri Naqvi said that arrangements for Haj 2021 have been made under special circumstances with special norms and regulations.
1105,The Haj travel process has been changed in view of the pandemic.
1106,Shri Naqvi said that Saudi Arabia Government will implement all the necessary guidelines for Haj 2021 in accordance with the Corona pandemic.
1107,The number of embarkation points for Haj 2021 has been reduced to 10.
1108,"Ahmedabad, Bengaluru, Cochin, Tamil Nadu, Andaman & Nicobar, Delhi, Haryana, Uttar Pradesh, Guwahati, Assam, Meghalaya, Manipur, Arunachal Pradesh, Sikkim, Nagaland, Kolkata, Lucknow, Mumbai,"
1109,The application form for Haj 2020 and one for Haj 2021 are valid for women.
1110,"Royal Vice Consul General of Saudi Arabia in Mumbai, Mohammad Abdul Karim Al-Enazi, senior officials of Union Ministry of Minority Affairs, Haj Committee of India CEO Shri M. A. Khan and other dignitaries were present on the occasion."
1111,“Increasing storage and democratizing RE deployment will be the next frontier for the Government of India” : Power Minister Shri R K Singh at valedictory session of 3rdGlobal Re-Invest
1112,Apart from 450 GW RE capacity we will also focus on building an integrated clean gas-based economy: Petroleum Minister Shri Dharmendra Pradhan
1113,"This edition of the Renewable Energy Expo & Conference, RE-INVEST, 2020 has been a success despite the COVID19 pandemic. India has continued to innovate in Renewable energy deployment by increasing capacities and adopting practical solutions, newer technologies and market mechanisms. Many States of India have also supported by putting in place incentives for the increased deployment."
1114,"Highlighting India’s drive to bring in more energy access with a target of 450 GW by 2030 and through reduction of prices and use of clean fuels, the Minister added, “Increasing efficiencies in Solar PV and wind modules is bringing down prices, enhancing affordability and accessibility of energy and supporting better standards of living.” As a policy, India will shift to ‘Green Ammonia’ from imported Ammonia, as well as add volumes in the usage of hydrogen."
1115,India will focus on building an integrated cleangas-based economy and developing a fast and integrated Renewable Energy Policy.
1116,Brazil and India are key partners in developing mechanisms for the use of ethanol.
1117,"At the COP26 next year, International Solar Alliance plans to bring out a charter for OSOWOG and World Solar Bank."
1118,The 3rd RE-INVEST held virtually with Confederation of Indian Industry as the industry partner has helped to understand the depth and outcomes of the collective effort involving global stakeholders for the development of renewable energy in India.
1119,"The 3rd Global RE-INVEST was inaugurated on 26th November, 2020 by Prime Minister Shri Narendra Modi. "
1120,India has targeted to have it’s Islands- A&N and Lakshadweep as Green Energy says Shri R.K Singh at Country session of Maldives during 3rd Global Re-Invest
1121,Power Minister assures full cooperation to Maldives in its efforts promote RE projects
1122,"Shri R K Singh, Union Minister of New & Renewable Energy and Power, today assured full cooperation to Maldives in promoting RE projects. India has given target to its Islands to become totally green."
1123,He said that India has installed about 136000mw of RE capacity with another 57000 mw under implementation.
1124,Shri Singh said that Maldives needs to focus on renewable energy and increasing green energy resources to maintain and enhance its beauty as an attractive tourist destination.
1125,"Indian RE sector has not had to invest heavily. The mechanism to resolve issues, such as a group in RE MinIstry, payment security, separate/neutral body to decide on contract disputes, etc. has helped in this regard. The Minister further said that for them environment is an article of faith and they are taking steps to reduce their carbon footprints."
1126,Shri Singh said that the target is to achieve 450 GW or 4.50 GW of renewable energy capacity by 2030.
1127,The Maldives government is promoting renewable energy.
1128,"Since 2013, the Government of Maldives has been promoting renewable energy goals that support strengthening the ecology, as well as the economy. The recent National Strategic Action Plan for the Maldives (2019-2023) includes a specific pillar for Clean Energy with renewable energy targets to increase the share of renewable energy by 20 percent by 2023."
1129,India’s renewable energy growth unparallel in the world with continuous support from States : says Shri R.K.Singh at CM's Plenary session of 3rd Global Re-Invest
1130,"India has done exemplary work in the field of renewable energy. It has connected every household, connected whole country into one integrated grid and kept the temperatures within 2 degrees."
1131,"The Chief Minister of Gujarat, Shri Vijay Rupani, said that Gujarat has been a pioneer in the space of renewable energy. Gujarat has given subsidies to 55000 people to install solar panels and has a vision to achieve 5000 MW solar and bring solar energy in agriculture."
1132,"Rajasthan is the second largest state in terms of investments in solar energy projects. The cost of RE was Rs 16 20 years ago. Now it is only Rs 2 per unit. The state offers many incentives to investors. Gehlot states that the state has 125,000 acres of desert land."
1133,"Shri Shivraj Singh Chouhan, Chief Minister of Madhya Pradesh, said that India is ideal country for renewable energy. Madhyamatma Pradesh is planning a 15,000 MW solar project at a cost of Rs 5000 crores."
1134,Himachal Pradesh aims to double its hydro power production to 24k MW in the next decade.
1135,"Two 600 MW solar power plants will be commissioned soon in Jhansi. UP plans to increase its solar energy capacity by 10,700 MW by 2022."
1136,"Ladakh has the potential to generate renewable energy from 30GW of solar, 5GW of wind, 2GW of hydro, 300MW of geo thermal and 10GW of geothermal as a beginning."
1137,"Mr Chandrajit Banerjee, Director General, Confederation of Indian Industry in his remarks said that “it is important to concentrate on three main points: first how we can work as a country, across states and Centre, unifying our efforts to energise our people; second how we can do so in an affordable way which is also accessible to the million and billions of our countrymen and finally how India can lead with technology to leap frog the cycle and establish Itself as a global leader”."
1138,"The Prime Minister of India, Shri Narendra Modi, has inaugurated the 3rd RE-INVEST yesterday."
1139,"During inaugural Prime Minister of India address, he talked about India's efforts to provide access to energy to all citizens of India. India's RE capacity is growing fast and will reach 220 GW by 2022. India is committed to fight climate change and is among the few countries that are 2 degrees compliant."
1140,The Prime Minister of Israel appreciates the leadership of Prime Minister Narendra Modi in the area of Renewable Energy. He fondly recalls the visit of PM of India to Israel and his visit to India. Israel will eliminate coal consumption by 2025.
1141,The Netherlands is keen to work with India.
1142,India is a key partner for UK and COP 26 presidency in tackling climate change.
1143,Denmark and India have a green strategic partnership.
1144,"The Minister of New and Renewable Energy, Shri R.K. Singh, was speaking at the event. He praised the Prime Minister of India for inspiring leadership."
1145,Plans of Megawatts to Gigawatts are Becoming Reality: PMIndia’s Installed Renewable Energy Capacity Increased by Two and Half Times in Last six Years: PMIndia has Demonstrated that Sound Environmental Policies Can also be Sound Economics: PM
1146,Narendra Modi has inaugurated the 3rd Global Renewable Energy Investment Meeting and Expo.
1147,"The Prime Minister of India, Narendra Modi, has presented the latest edition of the annual magazine on renewable energy."
1148,"The annual renewable energy capacity addition in India has been exceeding coal based thermal power since 2017. In the last 6 years, India has increased installed renewable power capacity by two and a half times. Prime Minister Narendra Modi said investing in renewable energy early and making it affordable has helped in bringing the costs down. He said all government policies consider energy efficiency."
1149,The Prime Minister has announced that he will introduce similar incentives for high efficiency solar modules.
1150,Text of PM's address at the 3rd RE-INVEST 2020
1151,"His Excellency, the Prime Minister of Israel, His Excellency, the Prime Minister of the Netherlands, Honourable Ministers from around the world, my Cabinet colleagues, Chief Ministers, Lieutenant Governors and distinguished guests, I thanks HisExcellency,thePrimeMinisteroftheNetherlands for sharinghis message,"
1152,"It is great to see all of you as part of the third edition of REINVEST. In the earlier editions of REVEST, we spoke about our plans for a journey from megawatts to gigawatts in renewable energy."
1153,"In the last 6 years, India has been expanding its generation capacity and network and expanding generation of energy through renewable sources."
1154,"Today, India's renewable power capacity is growing at the fastest speed among all major countries. By 2022, the share of renewable energy will increase to over half of the total capacity."
1155,"You would be happy to know that our annual renewable energy capacity addition has been exceeding that of coal based thermal power since 2017.In the last 6 years, we increased our installed renewable energy capacity by two and half times.In the last 6 years, the installed solar energy capacity has increased 13 times."
1156,"India has invested heavily in renewable energy. Today, India is on track to achieve the 2 degrees compliance goal."
1157,"In his speech, Prime Minister Narendra Modi talked about the government's policy on energy efficiency and its efforts to provide access to electricity."
1158,"India is a preferred destination for investment in renewable energy. In the last 6 years, nearly Rs 5 lacs crores or 64 billion dollars have been invested in the renewable energy sector in India."
1159,I will explain to you why you should invest in the sector of renewable energy in India.
1160,The demand for domestically manufactured solar cells and modules is likely to be around 36 Gigawatt over next three years. The government is planning to launch a comprehensive National Hydrogen Energy Mission. It has established dedicated projects development cells and FDI cells to facilitate investors.
1161,"Today, every village and almost every household in India has access to electricity. The demand for energy will increase. There are huge renewable energy deployment plans for the next decade. This is likely to generate business prospects of around 1.5 trillion rupees or 20 trillion dollars per year. I invite investors, developers and businesses to join India’s renewable energy journey."
1162,This conference is an important event for the renewable energy stakeholders in India.
1163,Prime Minister toinaugurateREINVEST- 2020 on 26 November 2020
1164,"In India during the last 6 years, over Rs 4.7 lakh crore were invested and India has become a favoured destination for investment in renewables: Shri R.K.Singh"
1165,Prime Minister Shri Narendra Modi will inaugurate the virtual 3rdGlobal Renewable Energy Investment Meeting and Expo on 26 November 2020.
1166,The 3rd Renewable Energy Investment Promotion Roundtable (RE-Invest) will be held in India.
1167,"The event RE-INVEST 2020 will be a two-day virtual conference on renewable energy and an exhibition of manufacturers, developers, investors and innovators engaged in the clean energy sector."
1168,"The Minister informed that during the last six years, India’s renewable energy capacity has increased by two and half times. Solar energy capacity increased by 13 times. Non-fossil fuel energy sources now account for 36% of India's total capacity. By 2022, they are expected to account for over 220 GW. COVID 19 has caused significant disruption to the renewable energy sector, but the pace of bidding for RE projects has picked up."
1169,Shri Singh informed about efforts for creating an enabling ecosystem for domestic manufacturing of solar PV cells and modules.
1170,"The Minister informed about the PM-KUSUM scheme. It aims to replace 20 lakh diesel pumps with stand-alone Solar Pumps, solarize 15 lakh grid connected pumps and 10 GW solar power plants in uncultivable lands of farmers within the next four years. It also aims to include solarisation of agricultural feeders."
1171,The Minister of State for Environment has launched RE-INVEST initiative aimed at promoting investment in renewable energy.
1172,MNRE expands scope of PM-KUSUM Scheme to enable greater solar energy generation in farm sector
1173,"Solar power plants can be installed on pastureland and marshy land of farmers besides barren, fallow and agricultural landSize of solar plant has been reduced to enable participation of small farmersCFA allowed for solar pumps to be set up and used by Water User Associations (WUAs)/Farmer Producer Organisations (FPOs)/Primary Agriculture Credit Societies (PACSs) or for cluster based irrigation systemSeparate bids to be invited for solar pumps with Universal Solar Pump Controller (USPC); USPC pumps to also get subsidy"
