,content
9862,The eligibility conditions for availing Super Specialty treatment have been relaxed.
9863,"The funeral expenses will be increased from existing Rs. 10,000/- to Rs. 15,000/person."
9864,"Shri Heera Lal Samariya, Secretary, Labour and Employment, ESI Corporation, Members of Parliament, Employees’ & Employers’ Federation/Association representatives and State Governments were present in the meeting."
9865,DCBO to be Opened in each District of the Country in Phased Manner- Santosh Gangwar
9866,ESIC “Chinta Se Mukti” Mobile App Now on Umang Platform
9867,"Shri Santosh Kumar Gangwar, Union Minister of State (I/C) for Labour & Employment, participated in “Swachhata Hi Sewa Movement” at ESIC Model Hospital & Post Graduate Institute of Medical Science and Research (PGIMSR), Basaidarapur, New Delhi today."
9868,Shri Gangwar announced that Dispensary Cum-Branch Office (DCBO) is being started in 29 districts and will be extended in the entire country.
9869,"DCBO will provide a single unit providing Patient Services and Cash Benefit Payments under one roof. DCBO will also distribute medicines to Insurance Medical Practitioner (IMP) and Employer Utility Dispensary (EUD) referred patients, make referrals for secondary care, payment of bills of empanelled chemist/diagnostic center and IT help care services to IPs/employers."
9870,Shri Gangwar informed that the ESIC “Chinta Se Mukti“ mobile app is available on UMANG platform of Govt. of India. 
9871,"Shri Gangwar, Minister of Labour & Employment, visited ESIC Hospital and inspected the construction work."
9872,Workers are architects of Modern India- Santosh Gangwar
9873,Vishwakarma Rashtriya Puraskar and National Safety Awards Presented in New Delhi
9874,The minister for labour and employment gave away 28 Vishwakarma Rashtriya Puraskar (VRP) shared by 139 individuals and 128 National Safety Awards for the performance year 2016 at a function at New Delhi today.
9875,"The honorarium of 14 Lakh Aanganwadi workers has been increased from 3,000 per month to 4,500 per month. Crèche facility for organization with 50 or more workers and maternity leave up to 26 weeks have been made compulsory."
9876,"Shri Gangwar, Minister of State for Manpower said that 12% of the new employees' EPF contribution is being given by the government to increase employment opportunities."
9877,The Swatchhta Pakhwara and Seva Diwas are being celebrated today.
9878,Vishwakarma Rashtriya Puraskar (VPR) is awarded in recognition of outstanding suggestions given by workers or groups of workers and implemented by the management.
9879,"28 VRP awards were given in the form of cash prize and a certificate of merit in three categories: Five Awards of Rs. 75,000/- in Class ‘A’, Eight Awards of RS. 50,000/ in Class 'B' and Fifteen Awards Rs. 25,000 / in class 'C'."
9880,"The NSA is given in recognition of outstanding safety performance of industrial establishments, construction sites, ports and installations. For the performance year-2016, 76 winners and 52 runners-up were awarded."
9881,The awards ceremony was held at the Ministry of Culture.
9882,"Vishwakarma Rashtriya Puraskar & National Safety Awards-2016 ceremony on September 17, 2018"
9883,28 Vishwakarma Rashtriya Puraskar to be awarded128 National Safety Awards to be given under twelve schemes
9884,"Shri Santosh Kumar Gangwar, Minister of Sate (I/C) for Labour and Employment will give away Vishwakarma Rashtriya Puraskar (VRP) and National Safety Awards (NSA) for the performance year 2016 at Dr. Ambedkar International Center, New Delhi on Monday, September 17, 2018."
9885,The Ministry of Labour & Employment has been operating the “Vishwakarma Rashtriya Puraskar” and “National Safety Awards” since 1965. The Award scheme is operated by the Directorate General Factory Advice Service & Labour Institutes (DGFASLI).
9886,"VRP is awarded in recognition of outstanding suggestions given by a worker or group of workers and implemented by the management during the previous calendar year resulting improvement in quality, productivity and working conditions such as safety, health and environmental conservation in the industrial undertakings where “Suggestion Schemes” are in operation."
9887,"The VRP awarded will be in the form of cash prize and a certificate of merit in three categories: Five Awards of Rs. 75,000/- will be given in Class ‘A’, Eight Awards of RS. 50,000/ in Class’B, Fifteen Awards of  Rs. 25,000 / in class ‘C’."
9888,"The NSA is given in recognition of outstanding safety performance of industrial establishments, construction sites, ports and installations under Atomic Energy Regulatory Board. For the performance year-2016, 76 winners and 52 runners-up were awarded."
9889,The ceremony for Vishwakarma Rashtriya Puraskar and National Safety Awards is held every year on the occasion of Vishwasakarma day on September 17th.
9890,Santosh Gangwar stressed on signing of social security Agreements among G-20 countries at G-20 Labour & Employment Ministers’ Meeting 
9891,"Union Minister of State for Labour& Employment ShriSantosh Kumar Gangwar led a delegation to Mendoza, Argentina for the G-20 Labour & Employment Ministers' Meeting on 6-7 September 2018."
9892,"Shri Gangwar, the Indian Minister of Education and Labour, has attended the joint meeting of the Argentine Presidency and the Education and Labor Ministries."
9893,The process of simplifying and rationalizing nearly 40 labour laws into 4 labour codes has been started in India.
9894,"The new forms of work and digital economy provide employment opportunities and flexibility in working scenario for women, youth and disabled people."
9895,"Santosh Kumar Gangwar, president of EPFO, presented the social security initiatives taken by the organisation for ensuring social security to its workers."
9896,The President of India has signed the Social Security of Agreements amongst the G20 countries for ensuring portability of social security.
9897,"Shri Gangwar, the Prime Minister of India, has called for policies and programmes aimed at increasing the participation of women in the labour market."
9898,G-20 Labour and Employment Ministerial Declaration and Joint G-20 Education and Labour and Employment Ministerial Declaration were adopted and will be presented in the next summit of Leaders/ Heads of the State later this year.
9899,Cabinet approves MoU between India and Uzbekistanon Cooperation in the Sphere of Law & Justice
9900,The Union Cabinet chaired by Prime Minister Shri Narendra Modi has approved the Memorandum of Understanding (MoU) between India and Uzbekistan on Cooperation in the Sphere of Law & Justice.
9901,The MoU signed by India and Uzbekistan aims to improve legal services in both countries.
9902,Justice Ranjan Gogoi appointed as next Chief Justice of India
9903,The President of India has appointed Justice Ranjan Gogoi as the next Chief Justice of India. He will take up the post on 3 October 2018.
9904,"Justice Gogoi was appointed as a judge of the Gauhati High Court on 28th February 2001. On 9th September 2010, he was transferred to the Punjab & Haryana High Court and later on to the Supreme Court of India."
9905,WAN Connectivity to district and subordinate courts
9906,"The eCourts project has made significant progress in computerizing 16,089 district and subordinate courts across the country."
9907,The Department of Justice awarded the prestigious eCourts’ WAN project to BSNL at a cost of Rs. 167 crores for establishing Wide Area Network (WAN) connecting 2992 district and subordinate court complexes across the country.
9908,"BSNL has completed feasibility studies of 458 hitherto unconnected district and subordinate courts under the eCourts Project. The project is expected to be completed by 31st December, 2018."
9909,India and Morocco signed MoU to enhance cooperation in MSME Sector
9910,India and Morocco signed a memorandum of understanding (MOU) aimed at enhancing cooperation between MSME sectors of the two countries.
9911,The joint secretary and the head of the official delegation to Morocco held talks on enhancing cooperation in MSME Sector between India and Morocco.
9912,Morocco and India have a long-standing business relationship. Morocco exports a lot of products to India.
9913,"The main items of exports to Morocco are cotton yarn, synthetic fiber, transport equipment, pharmaceuticals, agricultural implements, chemicals, spices and manufactured metals. The balance of trade is in favour of Morocco."
9914,"Bilateral trade between India and Morocco reached US$ 2.04 billion in 2011, but the quantum of trade fell to $ 1.36 billion in 2014."
9915,Indian industry and business associations have institutional arrangements with Moroccan industry. Trade delegations from various industry and export promotion councils have been visiting Morocco periodically.
9916,MSME Insider - Monthly e-Newsletter of Ministry Launched
9917,"Union Minister of State (Independent Charge) for MSME, GirirajSingh, launching the e-newsletter MSME Insider"
9918,"Giriraj Singh launched a monthly e-newsletter of the Ministry of Micro, Small and Medium Enterprises."
9919,"The Ministry of Micro, Small and Medium Enterprises (MSMEs) has launched an e-newsletter aimed at disseminating information about its schemes."
9920,"Additional Secretary & Development Commissioner, MSME, Ram Mohan Mishra and other senior officers of the Ministrywere present during the launch of the e-newsletter."
9921,Union Minister for Minority Affairs Shri Mukhtar Abbas Naqvi Chairs 57th Meeting of General Body and 101st Meeting of Governing Body of Maulana Azad Education Foundation
9922,The foundation stone will be laid at Alwar in Rajasthan on 01st October 2018.
9923,"While chairing the 57th meeting of General Body and 101st meeting of Governing Body of Maulana Azad Educational Foundation, Shri Naqvi said that the educational institution, being set up in Alwar, will start functioning in 2020."
9924,"The Rajasthan Government has given 15 acres of land for an educational institute. It will provide education in technical, medical, Ayurved, Unani and job-oriented skill development courses. There will be 40 per cent reservation for girls in these institutions."
9925,A detailed project report will be prepared soon regarding construction and other process of the institute at Alwar.
9926,"In the 57th meeting of General Body and 101st meeting of Governing Body of Maulana Azad Educational Foundation, various schemes for educational empowerment of minorities, ""Begum Hazrat Mahal Girls Scholarship"", ""Gharib Nawaz Kaushal Vikas Yojana"", other scholarship programmes were reviewed."
9927,"The Central Government's ""Empowerment without Appeasement"" policy has ensured that record 3 crore students belonging to poor and weaker sections of Minorities have been benefitted from various scholarship programmes."
9928,Shri Naqvi said that school dropout rate among Muslim girls has been reduced to about 35-40%. Transparent and hassle-free scholarship system has played a key role in this endeavour.
9929,Minister of Minority Affairs Shahid Naqvi has said that thousands of educational institutions of all Minority communities including Madarsas have been connected with mainstream education system.
9930,"“Mushairas” to be organised by Ministry of Minority Affairs, Govt. of India, to celebrate 150th Birth Anniversary of Mahatma Gandhi."
9931,"Ministry of Minority Affairs, Govt. of India, is organising “Mushairas” based on the themes of teachings and principles of Mahatma Gandhi."
9932,"The first such Mushaira will be held on 06th October 2018 at New Delhi’s Dr. Ambedkar International Centre, Janpath from 3 PM onwards. Urdu poets will perform various programmes based on the themes of Mahatma Gandhi‘s message of harmony, national integrity, democratic values, non-violence and global peace."
9933,Famous Urdu poets and poets have been invited to perform in the programmes organised by Ministry of Minority Affairs.
9934,"Shri Naqvi said that these programmes will spread message and principles of Mahatma Gandhi, and suchprogrammes will also strengthen social harmony and brotherhood in the society."
9935,The Central Governmenthas decided to celebrate the 150th Birth Anniversary of Father of the Nation Mahatma Gandhi and to spread Mahatma Gandhi's legacy among the people at the national and international level.
9936,The commemoration of the 150th Birth Anniversary of Mahatma Gandhi is being organised.
9937,Union Minister for Minority Affairs Shri Mukhtar Abbas Naqvi stressed on the need to practice swachhta in our daily life
9938,Mukhtar Abbas Naqvi stressed the need for cleanliness of inner and outer self.
9939,"Shri Naqvi, Project Implementation Agencies' chairman, urged the audience to continue the Swachhata Programme."
9940,Shri Naqvi took part in the SHRAMDAAN activities at the programme venue.
9941,                                          
9942,Union Minister for Minority Affairs Mukhtar Abbas Naqvi launches National Scholarship Portal Mobile App
9943,"Union Minister for Minority Affairs Shri Mukhtar Abbas Naqvi launched the country's first ""National Scholarship Portal Mobile App"" (NSP Mobile App) here today."
9944,Shri Naqvi launched a mobile app for poor and weaker students.
9945,Shri Naqvi has launched a mobile app for scholarships.
9946,"The Minister of Minority Affairs, Syed Abul Bhave Naqvi, has said that during the last 4 years, a record 3 crore students belonging to poor and weaker sections of Minorities have benefitted from various scholarship programmes."
9947,Minister of Minority Affairs Shahid Naqvi has said that thousands of educational institutions of all Minority communities including Madarsas have been connected with mainstream education system.
9948,"First assembly of ISA, Second ministerial of IORA and Second REINVEST meet to be held in India"
9949,Events to be inaugurated by Prime Minister Narendra ModiUN Secretary General Antonio Guterres to attend the event
9950,"The Ministry of New and Renewable Energy is organising the First Assembly of International Solar Alliance (ISA); the 2nd Indian Ocean Rim Association (IORA) Renewable Energy Ministerial Meeting and the 2nd Global Renewable Energy Investment Meeting and Expo, (REINVEST- 2018) from 2nd to 5th October 2018 in New Delhi."
9951,"The three events will be inaugurated by Prime Minister Narendra Modi will be held in Vigyan Bhavan, New Delhi on 2nd October 2018. The Business and Technical Sessions of ISA Assembly, IORA Meet and RE-INVEST 2018 Expo will take place at India Expo Mart, Greater Noida, UP."
9952,"The International Solar Alliance (ISA) was launched by Prime Minister of India and President of France on 30 November 2015 in Paris, France on the side-lines of the 21st Conference of Parties to the UN Framework Convention on Climate Change. The Alliance, recognising that solar energy provides potential member solar resource rich countries with an unprecedented opportunity to bring prosperity, energy security and sustainable development, opened ISA Framework Agreement for signature on 15 November 2016 in Marrakech, Morocco."
9953,"On 6 December 2017, the International Solar Alliance (ISA) was established by the 15th country, India. "
9954,"On 11 March 2018, the Prime Minister of India and the President of France co-hosted the Founding Conference of the International Solar Alliance."
9955,"The Delhi Solar Agenda, adopted in the Founding Conference of the ISA, states that the ISA member States inter-alia have agreed to pursue an increased share of solar energy in the final energy consumption in respective national energy mix, as a means of tackling global challenges of climate change and as a cost-effective solution by supporting and implementing policy initiatives and participation of all relevant stakeholders, as applicable, in respective States."
9956,The Founding Conference of the International Space Alliance (ISA) will be held from 2nd to 5th October 2018.
9957,The first Assembly of the International Solar Alliance (ISA) will be held in March 2017. Hon’ble Ministers from the signatory countries will attend the Assembly as members. The countries that have not ratified the ISA Treaty Framework will attend as observers.
9958,"The Indian Ocean Rim Association (IORA) is organising the 1st Assembly of ISA. The IORA Council of Ministers decided during the meeting in Bali, Indonesia in October, 2016 that the next conference will be held in India. The last Renewable Energy Ministerial Meeting was held on 21st January, 2014 in Abu Dhabi, UAE. The second conference will take place in India from 2nd February, 2017."
9959,The 2nd RE-INVEST aims at accelerating the worldwide effort to scale up renewable energy and connect the global investment community with Indian energy stakeholders.
9960,The 2nd RE-INVEST will provide an opportunity to present their business strategies and achievements and expectations to key stakeholders in India.
9961,"The 2nd RE-INVEST is expected to be attended by Ministerial Delegations from across the world, including ISA and IORA Member Countries, over 600 global industry leaders, and 10,000 delegates."
9962,Two-day National Orientation workshop on National e-Vidhan Application (NeVA) concludes
9963,"Once operational, NeVA to provide information on 40 Legislatures on fingertips of citizens across the country"
9964,The first workshop on National e-Vidhan application (NeVA) was held today.
9965,"NeVA, an initiative by Ministry of Parliamentary Affairs, aims to make all the Legislatures of the country paperless by making the proceedings of the Houses digital."
9966,The NeVA aims to provide a uniformity of database that will help in the effective engagement of citizens with the Government.
9967,"The details of 5,379 members from the 40 Legislatures will be uploaded on the portal."
9968,"The Minister of Parliamentary Affairs, Shri Vijay Goel, congratulated the team of NeVA initiative and the Assembly of Himachal Pradesh for adopting digitalization."
9969,"Shri Goel called for reforms in functioning of Legislatures, including Parliament, with changing times."
9970,Shri Goel stressed on the need for balance between digitalization and traditional form of functioning of Legislatures.
9971,The NeVA initiative aims to provide easy access to information about functioning of Legislatures in a simplified format.
9972,NeVA is an effort to integrate all the information on one platform and giving anytime anywhere access to everyone at a click of a button.
9973,"Shri Goel, the minister of technology, attended a two-day conference on NeVA."
9974,Shri Arjun Ram Meghwal inaugurates Two-day National Orientation workshop on National e-Vidhan Application (NeVA) 
9975,e-Vidhan to make the functioning of the State Legislatures paperless and integrate all 40 Legislative Houses on to ‘One Nation One Application’
9976,Arjun Ram Meghwal has inaugurated the Inaugural Session of the two-day National Orientation Workshop on National e-Vidhan Application (NeVA).
9977,The orientation workshop on e-Vidhan platform will be held in Delhi.
9978,"Shri Meghwal, Parliamentary Affairs Minister, has called for the digitization and availability of information regarding the functioning of Houses."
9979,"NeVA is a member-centric,decentralised digital application that provides information about day to day functioning of Legislative Houses."
9980,NeVA-mobile app is a work-flow based app that helps the Chair and members of the House to conduct the proceedings smoothly.
9981,NeVA has made live for Rajya Sabha and Lok Sabha information regarding Monsoon Session 2018.
9982,Dignitaries attended the inaugural session of the Ministry.
9983,The Ministry of Parliamentary Affairs is the Nodal Ministry for the e-Vidhan project to make the functioning of State Legislatures paperless.
9984,NeVA is a project for bringing Legislatures on digital platform.
9985,"Shri Arjun Ram Meghwal distributes Prizes for 14th National Youth Parliament Competition, 2017-18 for University and Colleges"
9986,"Shri Meghwal administers ‘Swachhata Pledge’, taken by the gathering"
9987,"Shri Arjun Ram Meghwal, Minister of State for Parliamentary Affairs, Water Resources, River Development and Ganga Rejuvenation, presided over the Prize Distribution Function for the 14th National Youth Parliament Competition."
9988,Ministry of Parliamentary Affairs organises Youth Parliament Competitions in Universities and Colleges.
9989,"The Youth Parliament Scheme aims at acquainting the young generation with the practice and procedures of Parliament, techniques of discussion and debate; developing leadership qualities, spirit of self-discipline, tolerance of diverse opinions and healthy competition; inculcating among youth the art and skill of effective oratory, righteous expression of views and other virtues of a democratic way of life in them"
9990,"Shri Meghwal, the Minister of State for Education, has given valuable advice to students who took part in the National Youth Parliament Scheme."
9991,"Shri Meghwal, President of DAV College, Jalandhar, presented a short sitting of ""Youth Parliament"" during the event. He awarded medals to students and institutions for their meritorious performance in the competition."
9992,"Shaheed Bhagat Singh College, New Delhi"
9993,"Central University of Punjab, Bhatinda"
9994,"Rajiv Gandhi National University of Law, Patiala"
9995,"Sardar Patel University of Police, Security & Criminal Justice, Jodhpur"
9996,"Guru Ghasidas Vishwavidyalaya, Bilaspur"
9997,"Chanakya National Law University, Patna"
9998,"Nanaji Deshmukh Veterinary Science & AH, Jabalpur"
9999,"Shri S.N. Tripathi, Secretary (Parliamentary Affairs) and other senior dignitaries were present on the occasion."
10000,"Shri Arjun Ram Meghwal distributes Prizes for 30th National Youth Parliament Competition, 2017-18 for Kendriya Vidyalayas"
10001,"Shri Arjun Ram Meghwal, Minister of State for Parliamentary Affairs, Water Resources, River Development and Ganga Rejuvenation, presided over the Prize Distribution Function for the 30th National Youth Parliament Competition for KendriyaVidyalayas."
10002,Ministry of Parliamentary Affairs organises competitions in KendriyaVidyalayas for the past 30 years. The 30th edition of the competition was held during 2017-18 among 125 Kendriyalaya spread over 25 regions.
10003,"The Youth Parliament Scheme aims at familiarizing the students with the practice and procedures of Parliament, techniques of discussion and debate; develop leadership qualities,spirit of self-discipline and tolerance of diverse opinions and healthy competition; inculcating among younger generations the art and skill of effective oratory, righteous expression of views and other virtues of a democratic way of life in them"
10004,"Shri Meghwal, the Minister of State for Education, congratulated the winners and students of the National Youth Parliament on their outstanding performances."
10005,"Shri Meghwal awarded prizes to schools and students for their meritorious performance in the competition. KendriyaVidyalaya, AFS Manauri, Allahabad, received the Running Parliamentary Shield and Trophy for standing first in the event."
10006,"1.Kendriya Vidyalaya No.1, Bajaj Nagar, Jaipur "
10007,"2. Kendriya Vidyalaya CRPF, Bhubaneshwar."
10008,"3. Kendriya VIDYALAYA, CLRI, CHENNAI"
10009,"4. KendriyaVidyalaya, Sainik Vihar, Delhi"
10010,"5. KendriyaVidyalaya, Bhawanipatna, Raipur."
10011,"6. KendriyaVidyalaya No.1, Palakkad, Ernakulam"
10012,"7. KendriyaVidyalaya No.3, Gandhinagar Cantt."
10013,"8. KendriyaVidyalaya No.2, Belgaum, Bengaluru."
10014,"9. KendriyaVidyalaya No.1,STC Jabalpur, Jabal Pur, is located in Jabal pur."
10015,"11. KendriyaVidyalaya, AFS, Hakimpet, Hyderabad"
10016,"13. KendriyaVidyalaya No.1, HBK, Dehradun"
10017,"15. KendriyaVidyalaya,Khandwa, Bhopal."
10018,"16. KendriyaVidyalaya, Meghahatuburu, Ranchi"
10019,"17. KendriyaVidyalaya No.1, Armapur, Kanpur."
10020,"18. KendriyaVidyalayaNo.1, Jallandhar."
10021,"19. KendriyaVidyalaya No.2, Faridabad"
10022,"20. KendriyaVidyalaya, New Bongaigaon"
10023,"21. KendriyaVidyalaya, Saharsa, Patna."
10024,"22. KendriyaVidyalaya, Command Hospital, Kolkata."
10025,"23. KendriyaVidyalaya, North Lakhimpur"
10026,"Shri S.N. Tripathi, Secretary (Parliamentary Affairs) and other senior officers from the Ministry were present on the occasion."
10027,"Prizes Distribution Function for 21st National Youth Parliament Competition, 2017-18 for Jawahar Navodaya Vidyalayas held"
10028,Ministry of Parliamentary Affairs organized the Prize Distribution Function for the 21st National Youth Parliament Competition.
10029,Ministry of Parliamentary Affairs organises the National Youth Parliament Competition in Jawahar Navodaya Vidyalayas.
10030,"The Youth Parliament Scheme aims at familiarizing students with the practice and procedures of Parliament, techniques of discussion and debate, develop leadership qualities, spirit of self-discipline and tolerance of diverse opinions and healthy competition."
10031,"Jawahar Navodaya Vidyalaya, Kaimur, Bihar, which won first place in the 21st National Youth Parliament Competition and were awarded the Running Parliamentary Shield and Trophy, presented a short sitting of ‘Youth Parliament’ on this occasion."
10032,"Merit trophies were distributed to 7 Vidyalayas for standing first in their respective regions, the list of which is given below: "
10033,"1. Jawahar Navodaya Vidyalaya, Solan, Himachal Pradesh (Chandigarh Region)."
10034,"2. Jawahar Navodaya Vidyalaya, Auraiya, Uttar Pradesh (Lucknow Region)."
10035,"3. Jawahar Navodaya Vidyalaya, Dhemaji, Assam (Shillong Region)."
10036,"4. Jawahar Navodaya Vidyalaya, Sangli, Maharashtra (Pune Region)."
10037,"5. Jawahar Navodaya Vidyalaya, Pathanamthitta, Kerala (Hyderabad Region)."
10038,"6. Jawahar Navodaya Vidyalaya, Budwa, Banswara I, Rajasthan (Jaipur Region)."
10039,"7. Jawahar Navodaya Vidyalaya Vidisha, Madhya Pradesh (Bhopal Region)."
10040,Some of the dignitaries attended the occasion.
10041,Valedictory Session of Assistant Secretaries: IAS Officers of 2016 batch make presentations to PM
10042,"IAS officers of the 2016 batch made a presentation before the Prime Minister, Shri Narendra Modi, today."
10043,"8 selected presentations were made by the officers, on themes such as raising farm incomes, soil health cards, grievance redressal, citizen-centric services, power sector reform, tourist facilitation, e-auctions, and smart urban development solutions."
10044,The Prime Minister congratulated the young officers on their promotion to Assistant Secretaries' position.
10045,The Prime Minister has called on the officers to develop a close rapport with people.
10046,The Prime Minister appreciated the presentations made by the young officers.
10047,"The MoS (PP) Dr. K. Sinha, the Additional Principal Secretary to PM, Dr P. Mishra, Secretary (DoPT) C. Chandramouli attended the function."
10048,"West Pakistan Refugees delegation meets Dr Jitendra Singh, discusses compensation issues"
10049,"A delegation of West Pakistan Refugee Action Committee, led by its President Shri Labha Ram Gandhi, met the Union Minister of State (Independent Charge) for Development of North Eastern Region (DoNER), MoS PMO, Personnel, Public Grievances & Pensions, Atomic Energy and Space, Dr Jitendra Singh here today and discussed compensation related and other issues with him."
10050,"Dr Jitendra Singh said the Union Government is in constant touch with the J&K State Government and instructions had been issued to simplify the procedure related to identification and other formalities to the maximum extent, so that the disbursement of compensation of Rs.5.5 lakh per family to West Pakistan Refugee (WPR) population could be undertaken at the earliest and could be completed without undue delay."
10051,"Dr Jitendra Singh said, even today he spoke with the concerned officers and it will be ensured that wherever a family was not able to produce documents mandated in the existing rules, a separate inquiry could be conducted by the concerned Deputy Commissioner to establish the claim of the said family and based on the information obtained and recorded by the Deputy Commissioner, the family could be declared as being West Pakistan Refugee and therefore eligible for the issue of relief / compensation accordingly."
10052,"The Union Government has issued instructions to expedite the process of disbursing Rs.2,000 crore allocated for PoJK refugees."
10053,"Shri Labha Ram Gandhi was appreciative of the Central Government for its concern towards the rights of the Jammu & Kashmiris who have been living in the region for the last 70 years. He referred to the Union Ministry of Home Affairs Order / Official Memo dated March 16, 2018, providing for one time compensation of Rs.5.5 lakh per family to the families of West Pakistan Refugees."
10054,Shri Gandhi is appreciative of the close cooperation and support he received from Dr Jitendra Singh.
10055,"Master Himanshu Tiwari, 11-year old skating player, calls on Dr Jitendra Singh;"
10056,"Mobilizes Rs 25,000 while skating; donates towards Prime Minister’s National Relief Fund to help Kerala flood victims"
10057,An 11-year-old skating player from Uttar Pradesh has met the minister of state for development of north east region.
10058,"The child who collected money for Kerala flood victims while skating in Aligarh has been appreciated by the Deputy Commissioner. Master Himanshu, who won gold medal at the World Games in Kathmandu, Nepal, was also appreciating the child's initiative."
10059,Dr Jitendra Singh congratulated little Master Himanshu on his efforts towards saving Master from disaster.
10060,"Appointment of Shri A. Gitesh Sarma, as Secretary (West) MEA."
10061,Cabinet has approved the appointment of Shri A. Gitesh Sarma as Secretary (West) in the Ministry of External Affairs.
10062,Filling up of Selection posts Group-B and Group-C by Staff Selection Commission
10063,"Staff Selection Commission, Government of India has advertised 130 categories of various Group B (Non-Gazetted) posts and 1136 posts of Group “C” posts. Recruitment for these vacancies falls under different Regional Offices of SSC. Northern Region of the Commission has 299 vacancies of 36 categories of posts."
10064,The selection of candidates for posts in multiple regions will be based on the written exam to be conducted as Computer Based Exam.
10065,"Detailed advertisement/notice having all details of post/vacancies, eligibility conditions and procedure for application is available on the SSC (Hqrs) website i.e, www.ssc.nic.in and SSC Northern Region website i,e,www.sscnr.net. Online applications for selection posts can be filled at website www.sconline.nicin or www.ussc.in. Last date of online application is 30.09.2018."
10066,"The Appointment Committee of the Cabinet has approved the appointment of Shri Anindo Majumdar, IAS (AGMUT: 85), presently in the cadre, as Secretary, Central Vigilance Commission in the rank and pay of Secretary."
10067,"Cabinet has approved the appointment of Shri Kamlesh Nilkanth Vyas as Secretary, Department of Atomic Energy and Chairman, Atomic Energy Commission until further orders."
10068,Dr Jitendra Singh inaugurates ‘All India Pension Adalat’
10069,Anubhav Awards 2018 presented to six pensioners
10070,Dr Jitendra Singh inaugurated the ‘Pension Adalat’ here today. He presented awards to six pensioners for their contribution towards creating institutional memory for the departments.
10071,"Inaugurating the All India Pension Adalat, Dr. Jitendra Singh said that the Prime Minister Narendra Modi has directed that pensioners should have hassle-free administrative system to resolve their grievances."
10072,"Speaking about the benefits of the Grievance Portal for the Central Government pensioners called CPENGRAMS, the Minister said that we have saved huge resources and precious time of the people by using the technology."
10073,"The minimum pension is fixed at Rs 1,000. Pensioners will get PPO on the day of retirement."
10074,"The Pension Adalats are being convened with the objective of bringing on a common table the aggrieved pensioner, the concerned department, the bank or CGHS representative and pensioner to settle their cases."
10075,Six Central Government employees have been awarded for their contribution to the Anubhav portal.
10076,"The Anubhav scheme was launched by the Prime Minister Narendra Modi in the year 2015. Till date, more than 5,000 contributions have been made by Government employees from 91 Departments."
10077,"The Secretary, Department of Pension & Pensioners’ Welfare and Department of Administrative Reforms & Public Grievances, Shri K.V. Eapen, in his welcome address, said that the aim of the Department is to provide a life to dignity to pensioners post-retirement."
10078,The Central Government employees who are about to retire in the next six months have been offered pre-retirement counselling.
10079,Senior officers of the Department were present on the occasion.
10080,MoS Dr Jitendra Singh to inaugurate the All India Pension Adalat and give away Anubhav Awards on Tuesday
10081,600 retiring Central Government employees to participate in Pre-Retirement Counselling Workshop
10082,The All India Pension Adalat will be inaugurated tomorrow.
10083,All the Central Government Ministries will conduct a Pension Adalat.
10084,All the stakeholders involved in the pensioner’s case will work together to settle the grievance within the framework of extant rules.
10085,The Offices of Accountant General and All-India Service Officers' Offices are going to address pensioner grievances of All- India Service officers in one day.
10086,The Central Government employees who are about to retire in the next six months will attend a pre-retirement counselling workshop.
10087,"On the occasion, Dr. Jitendra Singh will give away the Anubhav Awards-2018 to recognise the contribution of the Central Government employees to the Anuthav Portal. The Anuthenav scheme was introduced by Prime Minister Narendra Modi in 2015 to encourage retiring and retired employees to record their experiences while working in the government."
10088,The Appointments Committee of the Cabinet has approved 30 appointments of officers of Joint Secretary/Joint Secretary equivalent level.
10089,A delegation of Indian Information Service Officers meets MoS Dr Jitendra Singh
10090,"A delegation of Indian Information Service officers called on the Union Minister of State (Independent Charge) Development of North Eastern Region (DoNER), MoS PMO, Personnel, Public Grievances & Pensions, Atomic Energy and Space, Dr Jitendra Singh."
10091,"The Minister of State for Information Technology, Dr Jitendra Singh, inaugurated a transmitter of All India Radio at Patnitop in Ramban District of Jammu & Kashmir."
10092,The Indian Information Service Officers play an important role in informing the public about the policies and programmes of the Government.
10093,"The IIS Group ‘A’ officers met with Dr Jitendra Singh, the Minister of State for Public Prosecutions to discuss various issues related to their service."
10094,"VC Panjab University meets Dr Jitendra Singh, discusses hostel for students from Northeast, J&K"
10095,"The Vice Chancellor of Panjab University, Prof Raj Kumar met the Union Minister of State (Independent Charge) Development of North Eastern Region (DoNER), MoS PMO, Personnel, Public Grievances & Pensions, Atomic Energy and Space, Dr Jitendra Singh here yesterday and discussed the setting up of a separate hostel for students from Northeast and Jammu & Kashmir in the premises of Panjab University at Chandigarh."
10096,"Prof Raj Kumar informed Dr Jitendra Singh that since the Panjab University was attracting increasing number of students from Northeast and Jammu & Kashmir with each passing year, it would, therefore, be desirable to have a separate hostel facility for students from peripheral states of Jammu & Kashmir and the eight states of Northeast, who otherwise are constrained to look for accommodation outside the University campus."
10097,The Ministry of Development of North Eastern Region (DoNERC) and the North Eastern Council (NEC) have been working towards building exclusive hostels for students from the Northeast.
10098,"As far as construction of hostel for North Eastern and Jammu & Kashmir students in Panjab University is concerned, Dr Jitendra Singh will work out the feasibility within the Ministries of Development and North Eastern Council. He will also seek funding from the HRD department."
10099,Two Day Regional Conference on Good Governance with Focus on Aspirational Districts begins in Bhopal tomorrow
