,content
13584,PM meets Foreign Ministers and Representatives of ASEAN
13585,"The Prime Minister, Shri Narendra Modi met Foreign Ministers and Representatives of ASEAN today."
13586,"""Had a good interaction with Foreign Ministers and Representatives of @ASEAN countries as we celebrate 30 years of close India-ASEAN cooperation."""
13587,Had a good interaction with Foreign Ministers and Representatives of ASEAN countries as we celebrate 30 years of close India-ASEAN cooperation.
13588,Yoga consists of several breathing exercises which have many health benefits: PM
13589,"The Prime Minister, Shri Narendra Modi, has said that apart from Asanas, Yoga also consists of several breathing exercises which have many health benefits."
13590,Yoga has many health benefits.
13591,Yoga is a form of yoga.
13592,Yoga's beauty is in it's simplicity: PM
13593,"The Prime Minister, Shri Narendra Modi, has said that Yoga can be done at home, during work breaks or in a group."
13594,"""Yoga's beauty is in it's simplicity."""
13595,"Yoga can be done at home, during work breaks or in a group."
13596,"I hope you will practice it regularly..."""
13597,"""யோகா வி   Â£1.50 "
13598,"நீங்கள் நாள் தவறாமல் யோகப் பயிற்சி செய்வீர்கள் என நம்புகிறேன்..."""
13599,"Yoga is a form of meditation. It can be practised at home, during work breaks or in a group."
13600,யோகா  
13601,"PM condoles the loss of lives due to road accident in Budaun, Uttar Pradesh"
13602,"The Prime Minister, Shri Narendra Modi, expressed deep grief over the loss of lives in a road accident in Budaun district of Uttar Pradesh."
13603,English rendering of PM’s address at Dwishatabdi Mahotsav of Mumbai Samachar
13604,It is a great honour to be associated with a newspaper.
13605,"Nileshbhai compared me to the creator of India's fortune, the people, 130 crore Indians."
13606,"Had I not come here today, I would have missed a lot of people."
13607,Mumbai Samachar celebrates 200 years of existence of its newspaper.
13608,"The newspaper started 200 years ago. Today, the newspaper is celebrating 200 years of Mumbai Samachar and 75 years of India's Independence."
13609,Mumbai Samachar is a newspaper that celebrates India's rich cultural heritage. The newspaper has changed hands several times over the years.
13610,Mumbai Samachar expanded linguistic journalism during that period. Lokmanya Tilak ji gave edge to the freedom movement through his weekly papers. Subramanya Bharathi's poems and writings attacked the foreign power.
13611,Gujarati journalism had a very important role in the freedom struggle.
13612,"Indian languages are going to play an important role even in the ""Amrit Kaal"" of independence. The option of conducting medical, science and technology studies in local language has been given in the new National Education Policy. Emphasis is being laid on creating the world's best content in Indian languages."
13613,Linguistic journalism and literature in Indian languages played an important role in the freedom movement. Netaji Subhas Chandra Bose made radio his medium.
13614,"Today I want to talk to you about another aspect. The newspaper was started by Fardunjee Marzaban and when there was a crisis, it was taken care of by Cama family."
13615,India's history of thousands of years teaches us a lot. Maa Bharati opened up opportunities for all to flourish. The Parsi community is a micro-minority in the country but has a lot of potential and service.
13616,"In a democracy, representatives of the people, political parties, parliament and judiciary have their own role. The duty of newspapers and media is to deliver news."
13617,Mumbai Samachar should make available the archive of 200 years of its journalists. It is important that they bring this journalistic treasure to the nation in the form of books.
13618,The approximate translation of PM's speech is approximate.
13619,"English rendering of PM’s address at the Inauguration of Jal Bhushan Building and Gallery of Revolutionaries at Raj Bhawan, Mumbai"
13620,"On the occasion of Vat Purnima and Sant Kabir's birth anniversary, the governor of Maharashtra extends his best wishes to all the countrymen."
13621,The gallery dedicated to the heroes of the Freedom War was inaugurated today.
13622,The Jal Bhushan Bhawan and the Gallery of Indian Revolutionaries were inaugurated in the Raj Bhawan of Maharashtra. I got the opportunity to participate in the 'Dwar Pujan' of the Governor's residence and office.
13623,I congratulate the Governor of Maharashtra on the inauguration of the new Lok Bhawan.
13624,The Raj Bhawan in Mumbai is undergoing a renovation.
13625,Maharashtra is celebrating 75 years of its independence today. Maharashtra has inspired the country in various fields.
13626,"Before coming here, I was in Dehu where I had the privilege of inaugurating the Sant Tukaram Shila Mandir. Sant Dnyaneshwar, Sant Namdev, Samarth Ramdas, Sant Chokhamela and Chhatrapati Shivaji Maharaj are saints who inspired the country. They fought for freedom."
13627,"When we talk about India's independence, we limit it to a few incidents. However, the efforts and sacrifices of people have created a collective national impact."
13628,Vasudev Balwant Phadke and Madam Bhikhaji Cama were freedom fighters.
13629,"The Ghadar Party was national at heart, but its scope was global. Shyamji Krishna Varma's India House was an organization of Indians in London, but the mission was India's independence. Azad Hind government under the leadership of Netaji was dedicated to Indian interests, but it was also global."
13630,This spirit of local to global co-operation is the strength of the Atmanirbhar Bharat Abhiyan.
13631,"In the last 7 decades, Maharashtra has always played a crucial role in the development of the nation. With this thinking, the infrastructure of Mumbai and other cities in Maharashtra are being modernized."
13632,"Today, when we see the phenomenal improvement in Mumbai Local Trains, the expansion of metro network in several cities and when every corner of Maharashtra is connected with the modern National Highway, we can feel the positivity of development."
13633,"In this 'Azadi Ka AmritKaal', we all have to ensure that every piece of work we are doing and our respective roles strengthen the national resolve."
13634,"And probably the people will make fun of us that Raj Bhawan has been a hub of activities for the past 75 years but no one knew about the bunker below for seven decades! That is, how indifferent we are to our own heritage! But Azadi Ka Amrit Mahotsav has helped us move in the direction of digging and understanding the pages of our history."
13635,Lokmanya Tilak is sending a promising young man like Swatantraya Veer Savarkar. She asked Shyamji Krishna Varma to help arrange his accommodation.
13636,Shyamji Krishna Varma ji's ashes should be preserved in India House in London until India is free.
13637,It's almost 100 years since the incident of 1930. The person who died for the country in 1930 wanted his ashes to be taken to the land of free India. It was not done.
13638,"In 2003, after 73 years, I had brought the ashes of a son of Mother India to India. I landed at the Mumbai airport with the ashes and from here I went to Gujarat after undertaking the Veeranjali Yatra. Mandvi, Kutch was the place of his birth and a similar India House was built there."
13639,The bunker which used to be used to hide the revolutionaries' weapons has been turned into the Gallery of Revolutionaries.
13640,Education Department should take students to places like Andaman and Nicobar to show them the monuments and monuments dedicated to those who sacrificed their lives for the country.
13641,Today's occasion is important as I want this area to become the hub of inspiration for the young generation of the country.
13642,The approximate translation of PM's speech is approximate.
13643,PM participates in Dwishatabdi Mahotsav of Mumbai Samachar - a newspaper which has been published continuously for 200 years
13644,"“Mumbai Samachar is the philosophy and expression of India”“From the freedom movement to the Navnirman of India, the contribution of Parsi sisters and brothers is huge” “As much as the media has the right to criticize, it also has an equally importantresponsibility to bring positive news to the fore”“Positive contribution of India's media helped India a lot in dealing with the pandemic”"
13645,Prime Minister Narendra Modi participated in Dwishatabdi Mahotsav of Mumbai Samachar in Mumbai today. He also released a postal stamp to commemorate the occasion.
13646,"The Prime Minister congratulated the readers, journalists and staff of Mumbai Samachar on the 200th anniversary of the newspaper."
13647,The Prime Minister praised the newspaper Mumbai Samachar.
13648,The Mumbai Samachar expanded linguistic journalism in that era.
13649,The Prime Minister is visiting the Parsi community. He praised the contribution of the Parsis to India's history.
13650,The Prime Minister believes that newspapers and media have a responsibility to bring positive news to the fore.
13651,The Prime Minister has praised the role of journalists in promoting India's initiatives.
13652,The Prime Minister believes India needs to strengthen debates and discussions.
13653,The printing of Mumbai Samachar started in July 1822 and it became daily in 1832.
13654,PM inaugurates Jal Bhushan Building and Gallery of Revolutionaries at Raj Bhawan in Mumbai
13655,“Maharashtra has a very rich legacy of social reformers from Jagatguru Shri Sant Tukaram Maharaj to Babasaheb Ambedkar”“There is a tendency to limit freedom struggle to some incident whereas India's independence involved ‘Tapasya’ of countless people”“Freedom movement’s spirit of ‘from local to global’ is the strength of our Aatmnirbhar Bharat Abhiyan”“Many cities of Maharashtra are going to be growth centres of the country in the 21st century”
13656,"The Prime Minister, Shri Narendra Modi, has inaugurated the Jal Bhushan Building and Gallery of Revolutionaries at Raj Bhawan in Mumbai."
13657,The Prime Minister congratulated the people of Maharashtra on Vat Purnima and Kabir Jayanti.
13658,The Prime Minister said that we limit India's independence to a few incidents. India's Independence Day celebrations commemorate the contribution of many people.
13659,The Prime Minister Narendra Modi talked about Indians' indifference towards unsung heroes.
13660,"The Prime Minister has said that there are many cities in Maharashtra which are going to be the growth centres of the country in the 21st century. The infrastructure of Mumbai is being modernized and at the same time, modern facilities are being increased in other cities in the state."
13661,"The Prime Minister asked everyone to ensure that whatever role they might have, they should aim to strengthen national pledges and reiterated his exhortation of Sabka Prayas in national development."
13662,"Jal Bhushan has been the official residence of the Governor of Maharashtra since 1885. The foundation stone for the new building was laid by the President of India in August 2019. The old building was demolished and the new one was built. In 2016, the then governor of Maharashtra, Vidyasagar Rao, found a bunker in Raj Bhawan that had been used by Britishers as secret storage for arms and ammunition. The bunker was renovated and it is now a museum."
13663,"English rendering of PM’s address at the Inauguration of Jagadguru Shrisant Tukaram Maharaj Shila Mandir in Dehu, Pune"
13664,"Maharashtra Deputy Chief Minister Shri Ajit Pawar ji, Leader of Opposition Shri Devendra Fadnavis ji, former minister Shri Chandrakant Patil ji, Warkari saint Shri Murli Baba Kurekar ji, Jagatguru Shrisant Tukaram Maharaj Sansthan Chairman Nitin More ji, Aadhyatmic Aghadi President Acharya Shri Tushar Bhosale ji, the saints present here, ladies and gentlemen,"
13665,I am in Dehu pilgrimage-land. Dehu is the birthplace of Sant Shiromani Jagatguru Tukaram ji.
13666,The country is celebrating the Amrit Mahotsav of its independence. It is also the 725th anniversary of Sant Kabirdas' birth.
13667,Sant Tukaram ji's works of devotion continue to inspire generations.
13668,Sant Tukaram ji used to say that discrimination of people in society is a great sin. Warkari brothers and sisters visit Pandharpur every year.
13669,"Sant Tukaram ji always said: ""I embrace the person sitting in""."
13670,Saints like Sant Tukaram ji have played an important role in the life of national heroes like Chhatrapati Shivaji Maharaj and Veer Savarkar.
13671,The journey of Lord Jagannath ji is about to start in the month of Ashadh (June).
13672,Today it is important to preserve India's ancient identity and traditions.
13673,"Sant Tukaram ji always said: ""Even the impossible can be achieved."" Now the country has resolved to fulfil 100 percent goals in the 75th year of independence. "
13674,"Jai-Jai Ramakrishna Hari, Jai-Jai Ramakrishna Hari, Har Har Mahadev! "
13675,The approximate translation of PM's speech is approximate.
13676,"PM inaugurates Jagadguru Shrisant Tukaram Maharaj Shila Mandir in Dehu, Pune"
13677,"Sant Tukaram's Abhangs are giving India an energy. Spirit of Sabka Saath, Sabka Vikas and Sabka Vishwas is inspired by the saint traditions. "
13678,"The Prime Minister, Shri Narendra Modi inaugurated Jagatguru Shrisant Tukaram Maharaj Temple in Dehu, Pune."
13679,The Prime Minister is in Dehu. He is grateful to the temple trust and devotees for rebuilding the Shila Mandir.
13680,"He laid the foundation stone of two national highways in the Paliki Margs few months ago. The Sant Dnyaneshawar Maharaj Palkhi Marg will be completed in five phases and Sant Tukaram Maharaj palki Marg in three. The total cost of these projects is more than 11,000 crore rupees."
13681,The Prime Minister has congratulated Sant Kabirdas on their birth anniversary and saints on their anniversaries.
13682,The Prime Minister has paid tribute to Sant Tukaram Ji.
13683,The Prime Minister praised saints like Sant Tukaram for their role in the life of national heroes.
13684,"The Prime Minister has said that it is the responsibility of the nation to preserve its ancient identity and traditions. He gave examples of modernization of the Palki Yatra, new highways for Char Dham Yatra and renovation of Kashi Vishwanath Dham, and development work in Somnath. "
13685,Sant Tukaram was a Warkari saint and poet. His Shila Mandir was built after his demise.
13686,"The Prime Minister, Shri Narendra Modi, has prayed to Sant Tukaram in Pune."
13687,PM Narendra Modi prays to Sant Tukaram Ji in Pune.
13688,PM Narendra Modi prays to Sant Tukaram Ji in Pune.
13689,PM shares details of 8 Years of Garib Seva
13690,"The Prime Minister, Shri Narendra Modi, has said that the Government is fully dedicated towards serving the poor and marginalised."
13691,He also shared a MyGov tweet thread and articles from his website and Namo App.
13692,The government celebrates 8 years of transparent service delivery to the poor.
13693,"""Ours is a Government fully dedicated to serving the poor and marginalised."""
13694,The government has always worked to ensure effective and transparent service delivery to the poor.
13695,Ours is a Government dedicated to serving the poor and marginalised.
13696,"Yoga is perfect blend of Gyaan, Karm and Bhakti: PM"
13697,"The Prime Minister, Shri Narendra Modi, has said that Yoga is perfect blend of Gyaan, Karm and Bhakti."
13698,"Yoga is a perfect blend of Gyaan, Karm and Bhakti."
13699,"""ஞா   செய  "
13700,"Yoga is a perfect blend of Gyaan, Karm and Bhakti."
13701,செயல் ம Â£   
13702,"योग ज्ञान, कर्म और भक्ति का उत्कृष्ट मिश्रण है। आज की तेज रफ्तार दुनिया में मन की शांति बहुत आवश्यक है, जो हमें योग से मिलती है। https://t.co/UESTuNQl1u"
13703,Recruitment of 10 lakh people to be done by the Government in mission mode in next 1.5 years: PM
13704,The prime minister has instructed the government to recruit 10 Lakh people in human resources in the next 1.5 years.
13705,"""PM @narendramodi reviewed the status of Human Resources in all departments and ministries and instructed that recruitment of 10 lakh people be done by the Government in mission mode in next 1.5 years."""
13706,PM @narendramodi reviewed the status of Human Resources in all departments and ministries and instructed that recruitment of 10 lakh people be done by the Government in mission mode in next 1.5 years.
13707,PM to Chair First National Conference of Chief Secretaries in Dharamshala on 16th and 17th June
13708,"Conference will be a significant step towards further strengthening the partnership between the Centre and the State GovernmentsDetailed deliberations on three themes: implementation of NEP, Urban Governance & Crop Diversification and achieving self-sufficiency in agri-commoditiesBest practices from States/ UTs under each of the themes to be presentedSpecial session on ‘Azadi ka Amrit Mahotsav: Roadmap to 2047’Four additional thematic sessions on Ease of Doing Business; achieving saturation coverage of schemes and ensuring last mile delivery; Transforming India’s infrastructure through PM Gati Shakti; and Capacity buildingSession also on Aspirational Districts ProgrammeOutcomes of Conference to be deliberated in Governing Council Meeting of NITI Aayog to finalize action plan"
13709,"Prime Minister Narendra Modi will chair the First National Conference of Chief Secretaries at HPCA Stadium in Dharamshala, Himachal Pradesh on 16th and 17th June, 2022."
13710,The National Conference of Chief Secretaries will be held from 15th to 17th June 2022. It will focus on the rapid and sustained economic growth in partnership with the States.
13711,"The agenda for the conference on implementation of the National Education Policy and achieving self-sufficiency in oilseeds, pulses and other agri-commodities has been prepared."
13712,There will be a session on Aspirational Districts Programme.
13713,There would be a special session on ‘Azadi ka Amrit Mahotsav: Roadmap to 2047’ and four additional thematic sessions on Reducing Compliance Burden & Decriminalization of Minor Offences for Ease of Doing Business; Centre – State Coordination for achieving saturation coverage of schemes and ensuring last mile delivery; Transforming India’s infrastructure through PM Gati Shakti; and Capacity building: Implementation of iGOT - Mission Karmayogi.
13714,"The outcomes of the Conference will be subsequently deliberated in the Governing Council Meeting of NITI Aayog, where Chief Ministers and Administrators of all States and Union Territories will be present, so that an action plan can be finalized with the broad consensus at the highest levels."
13715,Yoga is gaining tremendous popularity globally: PM
13716,Yoga is helping people from different walks of life
13717,"The Prime Minister, Shri Narendra Modi, has shared a video on yoga."
13718,Yoga is gaining popularity globally.
13719,Yoga is gaining popularity globally. People from different walks of life practice it.
13720,PM shares transformative initiatives for all-round development of the Northeast – ‘8 Years of Purvottar Kalyan’
13721,"The Prime Minister, Shri Narendra Modi has shared articles and tweet thread from his website, Namo App and MyGov about transformative initiatives for all-round development of the Northeast during the last 8 hears."
13722,The last 8 years in the Northeast have seen unprecedented development. 
13723,“Transformative initiatives for all-round development of the Northeast” #8YearsOfPurvottarKalyan.
13724,The last 8 years in the Northeast have seen unprecedented development. 
13725,The Northeast is celebrating 8 years of Purvottar Kalyan.
13726,PM prays for good health and speedy recovery of Shri Parkash Singh Badal
13727,"The Prime Minister, Shri Narendra Modi has wished senior leader Shri Parkash Singh Badal good health and speedy recovery."
13728,"""Praying for the good health and speedy recovery of Shri Parkash Singh Badal Ji."""
13729,Praying for the good health and speedy recovery of Shri Parkash Singh Badal Ji.
13730,PM urges everyone to mark Yoga Day and make Yoga a part of daily lives
13731,Shares a film on ‘Yoga in our daily lives’
13732,It is International Day of Yoga.
13733,"In a series of tweets, the Prime Minister said:"
13734,"In the coming days, the world will mark International Day of Yoga."
13735,"In the coming days, the world will mark International Day of Yoga."
13736,PM shares details of efforts for youth development in the last 8 years
13737,"The Prime Minister, Shri Narendra Modi, shared the details of the government's efforts for youth development in the last 8 years on his website, Namo App and MyGov."
13738,"India’s youth is contributing to national progress, says Prime Minister Narendra Modi."
13739,“#8SaalYuvaShaktiKeNaam” is a set of articles about the main efforts for youth development.
13740,“Our 8 years in government have been about enabling the youth to achieve their dreams and fulfil their potential.
13741,India's youth is excelling in different sectors and contributing to national progress.
13742,The 8 years of government have been about enabling the youth to achieve their dreams and fulfil their potential.
13743,PM to visit Maharashtra on 14th June
13744,"PM to inaugurate Jagatguru Shrisant Tukaram Maharaj Temple in Dehu, PunePM to inaugurate Jal Bhushan Building and Gallery of Revolutionaries at Raj Bhawan in MumbaiGallery of Revolutionaries developed as a one of its kind museum - to commemorate the contributions of freedom fighters and revolutionaries of MaharashtraPM to also participate in Dwishatabdi Mahotsav of Mumbai Samachar - a newspaper which has been published continuously for 200 years"
13745,"Prime Minister Narendra Modi will visit Maharashtra on 14th June. He will inaugurate Jagatguru Shrisant Tukaram Maharaj Temple in Dehu, Pune and Jal Bhushan Building and Gallery of Revolutionaries at Raj Bhawan in Mumbai. He'll also participate in Dwishatabdi Mahotsav of Mumbai Samachar at Bandra Kurla Complex."
13746,Prime Minister Narendra Modi will inaugurate a new temple dedicated to Sant Tukaram.
13747,Prime Minister Narendra Modi will inaugurate the Jal Bhushan Building and Gallery of Revolutionaries at Raj Bhawan in Mumbai.
13748,The Governor of Maharashtra found a bunker in Raj Bhawan. It had been used by Britishers as a secret storage for arms and ammunition. The Gallery has been developed in the bunker as a museum to commemorate the contributions of freedom fighters and revolutionaries of Maharashtra.
13749,Prime Minister will take part in the Dwishatabdi Mahotsav of Mumbai Samachar. The newspaper has been printed continuously for 200 years.
13750,"PM congratulates Indian shooter, Avani Lekhara on winning another gold medal at Chateauroux 2022 in France"
13751,"The Prime Minister, Shri Narendra Modi has congratulated Indian shooter, Avani Lekhara on winning another gold medal at Chateauroux 2022 in France."
13752,"""Proud of @AvaniLekhara for winning another Gold at #Chateauroux2022."
13753,"""I congratulate her on her achievement."
13754,Avani Lekhara won another gold medal at Chateauroux 2022.
13755,PM shares ‘8 Years of Reforms’ for widespread prosperity and encouraging entrepreneurship
13756,"The Prime Minister, Shri Narendra Modi, shared details of reforms during the last 8 years in the field of ‘Ease of Doing Business’ and for spreading widespread prosperity and encouraging entrepreneurship."
13757,’s 8 years of reforms.
13758,“8 Years of Reforms” is a series of tweets by President Trump.
13759,"Guided by the principle of “Reform, Perform and Transform” the Government of India has brought in several reforms which have furthered “Ease of Doing Business” at the same time, many outdated laws have been removed."
13760,Extensive reforms for widespread prosperity and encouraging entrepreneurship.
13761,"English rendering of PM's address at Inauguration of IN-SPACe Headquarters in Bopal, Ahmedabad"
13762,"Namaskar is a gathering of politicians, dignitaries and representatives of India's space industry."
13763,The headquarters of the Indian National Space Promotion and Authorization Center has been launched.
13764,"For decades, the private industry associated with the space sector in India was seen only as a vendor. The government itself used to work on all the space missions and projects. Only a handful of parts and equipment were bought from the private sector. This prevented the growth of private industry and the country suffered. The country is launching a campaign today to make winners by reforming and supporting private industry."
13765,"The youth of India bring with them a lot of potential for innovation, energy and spirit of exploration."
13766,"Before coming here, I was going through the IN-SPACe's Technical Lab and Clean Room. I also visited the exhibition section where I met people from the space industry and space start-ups. According to the minister, more than 60 private companies have joined the Indian space industry."
13767,Amrit Mahotsav is celebrating 75 years of India's independence. Behind our successes in independent India are our space achievements. 
13768,The role of space technology in our life is increasing day by day. Space-tech is going to become a technology in personal space.
13769,"The use of space-tech is going to increase more and more in many such areas in the future. IN-SPACe and private players need to work on how to make space technology more accessible to the common man, how space technology can improve the ease of living and how it can be used for the development and potential of the country."
13770,"There is a strong mechanism to consider the needs of the private sector in the space sector. IN-SPACe will work as a single window independent nodal agency. India is working on a new Indian space policy in harmony with government companies, the space industry and startups."
13771,"For the future of humanity and its development, there are two important areas that need to be explored: space and sea."
13772,The inauguration of IN-SPACe headquarters is taking place today. Gujarat is becoming the center of large institutions of national and international level in different sectors.
13773,The approximate translation of PM's speech is approximate.
13774,"PM inaugurates headquarters of IN-SPACe at Bopal, Ahmedabad"
13775,"Launch of IN-SPACe is a ‘watch this space’ moment for the Indian space industry“IN-SPACe is for space, IN-SPACe is for pace, IN-SPACe is for ace”“The private sector will not just remain a vendor but will play the role of a big winner in the space sector”“When the strength of government space institutions and the passion of India’s private sector will meet, not even the sky will be the limit”“Today we can not put the condition of only the government route for carrying out their plans before our youth”“Our space mission transcends all the differences and becomes the mission of all the people of the country”“ISRO deserves kudos for bringing momentous transformation”“India’s space programme has been the biggest identity of Aatmnirbhar Bharat Abhiyan”“India needs to increase its share in the global space industry and the private sector will play a big role in that”“India is working on a New Indian Space Policy and the policy for ease of doing business in space sector”“Gujarat is fast becoming a centre of big institutions of national and international level”"
13776,"The Indian Prime Minister, Shri Narendra Modi, inaugurated the headquarters of the Indian National Space Promotion and Authorisation Centre (IN-SPACe) at Bopal, Ahmedabad."
13777,The headquarters of the Indian National Space Promotion and Authorization Center (IN-SPACe) was launched.
13778,"The Prime Minister has said that the private sector in the space industry has been viewed as a vendor. By reforming the space sector, freeing it from all restrictions and supporting the private industry through IN-SPACe, the country is starting a campaign to make winners today."
13779,"The Prime Minister said that in the earlier system, India's youth were restricted from exploring their potential. The era for such restrictions is over and the government is removing all such restrictions from the path of the youth."
13780,"The Prime Minister of India, Narendra Modi, praised the Indian Space Research Organisation (ISRO) and private companies for their contribution to the country's space sector."
13781,"The Prime Minister of India, Narendra Modi, has said that space technology is going to become the basis of a major revolution in the 21st century. India needs to increase its share in the global space industry and private sector will play a key role in that."
13782,"India is working on a new policy for co-operating between government companies, space industries, startups and institutions."
13783,He said the future of humanity depends on the development of space and sea. India needs to move forward without delay in these areas. Atal Tinkering Labs in schools are playing a role in this. He took initiative to create a viewing gallery for 10 thousand people to witness the launch of satellites at Sriharikota.
13784,The Prime Minister has listed some of Gujarat's leading institutions.
13785,"IN-SPACe is an autonomous nodal agency in the Department of Space for the promotion, encouragement and regulation of space activities of both government and private entities."
13786,"मानवता का भविष्य, उसका विकास...आने वाले दिनों में दो ऐसे क्षेत्र हैं जो सबसे ज्यादा प्रभावशाली होने वाले हैं, वो हैं - Space और Sea: PM @narendramodi"
13787,"English rendering of PM’s address at A. M. Naik Healthcare Complex, Navsari, Gujarat."
13788,"The Chief Minister of Gujarat, MP from this region, CR Patil, other Ministers of the Government of Gujarat and MLAs, the Founder and Chairman of Nirali Memorial Medical Trust, A. M. Naik, Trustee Bhai Jignesh Naik and other dignitaries are present here."
13789,Yesterday was Anil Bhai's 80th birthday.
13790,Today various schemes related to Ease of Living have been launched for the people of South Gujarat from the land of Navsari. I was here at an event nearby. Now I got the opportunity to inaugurate the modern Healthcare Complex and Multispeciality Hospital.
13791,"I got the opportunity to lay the foundation stone of Cancer Hospital here 3 years ago. The project is a tribute to Nirali, the little girl who passed away."
13792,Anil Bhai has built a modern hospital in his village.
13793,"This hospital is located close to the highway. In case of an accident, the first hour is the golden period for saving a person's life."
13794,It is equally important to modernize health services and to make them accessible to all for the empowerment of the poor.
13795,The health infrastructure in Gujarat has improved. Gujarat has ranked first in the third edition of the Sustainable Development Goal Index.
13796,"When I was the Chief Minister of Gujarat, I had launched a campaign to provide health services to every poor in the state. The Mukhyamantri Amrutum Yojana, which provided free treatment facility up to Rs 2.5 Lakh for serious illnesses to the poor, was the result of the same."
13797,"The experiences of the Ayushman Bharat scheme which provides free treatment worth up to Rs 5 lakh to the poor in Gujarat have led to the creation of the free healthcare scheme Ayushmann Bharat. Under this scheme, more than 40 lakh poor patients have taken the facility of free treatment."
13798,"In the last 20 years, the health sector of Gujarat has hit several new milestones. Work has been done at every level from cities to rural areas."
13799,There are many government hospitals and cancer research institutes in Gujarat today.
13800,Kidney Institute in Ahmedabad is being modernized and expanded.
13801,The Government of India is running campaigns to develop the infrastructure for dialysis in the entire country to ensure that kidney patients get facilities near their homes.
13802,"During our tenure in Gujarat, the government had given top priority to the health and nutrition of children and women. Public-Private Partnership has been expanded under the Chiranjeevi Yojana."
13803,"When I was in Gujarat, Chiranjeevi scheme was started. It was suggested to remove the vehicles that provided the 108 service, but I asked them not to do that. The vehicles for 108 were meant for emergencies."
13804,"The sound of the siren in old 108 vehicles was changed to a laughing child's voice so that when the mother delivered a baby and brought it to her house, the whole locality could cheer her up."
13805,The Khilkhilahat scheme has helped a lot in saving the lives of children and mothers.
13806,"After coming to the centre, the spirit of 'Chiranjeevi' and 'Khilkhilahat' of Gujarat has been expanded across the country under 'Mission Indradhanush' and Pradhan Mantri Matru vandana Yojana."
13807,"In the last few years, the facilities for education and training of doctors and paramedics have increased a lot in Gujarat. Today, there are more than 6000 MBBS seats in medical colleges and post graduate seats. The number of people qualified in other medical services like nursing and physiotherapy has also increased."
13808,"For the people of Gujarat, health and service are the goals of life."
13809,"With this determination, India is constantly striving towards modernizing itself."
13810,Anil Bhai and his family have made a significant contribution to the resolution of 'Sabka Prayas' and 'Public-Private Partnership'.
13811,The approximate translation of PM's speech is approximate.
13812,PM shares details of ‘8 Years of Tech Powered India’
13813,"The Prime Minister, Shri Narendra Modi, has shared initiatives about how, in the last 8 years, use of technology and innovation have transformed every sector of the economy for the better."
13814,The Prime Minister shared articles from his websitenarendramodi.inand a tweet thread from MyGov.
13815,“Technology means greater transparency.
13816,Technology means enhanced ‘Ease of Living.’
13817,“8 years of technology powered India.
13818,“8 years of technology-powered India is an important milestone in the country's development.
13819,The 8th anniversary of technology powered India is celebrated today.
13820,India is celebrating 8 years of technology-powered growth.
13821,PM condoles the demise of Baba Yogendra ji
13822,"The Prime Minister, Shri Narendra Modi, has condoled the death of Baba Yogendra, Padma Shri and the National Guardian of Sanskar Bharti."
13823,PM inaugurates A.M. Naik Healthcare Complex and Nirali Multi Speciality Hospital in Navsari.
13824,“Modernization and accessibility of healthcare facilities is critical for empowerment and ease of life of the poor”“My experience in Gujarat has helped in serving the poor of the entire country”“We have the inspiration of great men like Bapu who made service a strength of the country”
13825,"The Prime Minister, Shri Narendra Modi, has virtually inaugurated two healthcare complexes and an education complex in Navsari."
13826,The Prime Minister congratulated the people of Navsari for modern health complex and multi speciality hospital.
13827,The Prime Minister has said that improving healthcare facilities is critical for empowerment and ease of life of the poor. Gujarat has the highest level of healthcare infrastructure and indicators.
13828,"The Prime Minister is proud of the schemes launched by him during his time as Gujarat Chief Minister. He informed that under Ayushman Bharat 41 lakh patients have taken benefit of free treatment in Gujarat. The scheme saved more than 7 thousand crore rupees. Gujarat has received more than  7.5 thousand health and wellness centres and 600 ""Deendayal Aushadhalaya"" hospitals."
13829,"The Prime Minister talked about improving the health and nutrition of women and children in Gujarat. He referred to Chiranjivi Yojna for institutional delivery, which has benefitted 14 lakh mothers. The Prime Minister also talked about expansion of other schemes. AIIMS is coming up in Rajkot, number of medical colleges has reached 30, MBBS seats have increased from 1100 to 5700 and PG seats have gone up to 2000."
13830,The Prime Minister salutes the service spirit of Gujarat.
13831,Speaking at a public function in Navsari.
13832,"English rendering of PM’s address at Gujarat Gaurav Abhiyan' in Navsari, Gujarat"
13833,"Bharat Mata ki – Jai, Bharat Mata ki – Jai, Bharat Mata ki – Jai "
13834,"The Chief Minister of Gujarat, his senior colleague in Parliament, MP from Navsari and his representative from the area are in the city."
13835,Today I am proud of the Gujarat Gaurav Abhiyan. I was the Chief Minister of Gujarat for many years. Bhupendrabhai and C.R. are instilling new confidence in the people of Gujarat after I left the state.
13836,"Today, I have got an opportunity to launch and lay the foundation stone of projects worth more than Rs 3,000 crores."
13837,"You sent me to Delhi eight years ago for the service of the nation. In the last eight years, we have succeeded in aligning crores of people and new areas with the dreams and aspirations of development."
13838,The absence of banking services was highest in the village and tribal areas.
13839,The government has started a 100 percent empowerment campaign for the poor.
13840,I got delayed here because I was listening to tribal brothers and sisters of our region. I was trying to understand how they benefited from government schemes. The double-engine government of Gujarat is engaged in the campaign of cent percent empowerment with full force.
13841,My memories are getting refreshed today as I have come to Chikhli after a long time. I used to visit the villages and work among tribal brothers and sisters.
13842,"There was a time when Gujarat had a Chief Minister from the tribal region and there was no water tank in his own village. When I assumed office in Gujarat, I built a water tank."
