,content
5083,100 Youth with Disabilities from 18 Countries Participating in ‘Global it challenge for youth with disabilities 2018’
5084,Youth with disabilities from 18 countries are taking part in the Global IT Challenge for Youth with Disabilities 2018.
5085,The Global ICT Challenge for Youth with Disabilities aims to develop IT skills among disabled youth and raise awareness about the application of ICT technology in enhancing the quality of life of disabled people.
5086,"India has nominated twelve youth with disabilities to participate in the National IT Challenge held in Kurukshetra in June, 2018."
5087,The youth with disabilities are taking part in a competition aimed at strengthening their IT skills.
5088,Global IT Challenge for Youth with Disabilities 2018 Begins
5089,"The Global IT Challenge for Youth with Disabilities, 2018 was inaugurated here today by the Minister of State for Social Justice and Empowerment. The three day event is being organised by the Department of Empoweredment of Persons with Dis disabilities (DEPwD), Ministry of Social Justice, Empowering and Powering and Rehabilitation International Korea and their associated partner LG Electronics."
5090,The Global ICT Challenge for Youth with Disabilities is a capacity building project that helps youth with disabilities to overcome their limitations and challenge themselves for a better future.
5091,This year around 100 youth with disabilities from 18 countries are participating in the event. India has nominated twelve youth with disability to participate in it.
5092,The youth with disabilities are taking part in a competition aimed at strengthening their IT skills.
5093,"Shri Krishan Pal Gurjare, President of India, called for better ICT facilities for disabled people."
5094,Smt. Shakuntala D. Gamlin in her address said that Information & Communication Technology is the prime medium for providing accessible platform for dissemination of information for persons with disabilities. ICT can reduce digital divide and expand social integration of people with disabilities across communities and counties.
5095,She opined that holding of the Global IT challenge annually has made an impact on promoting the use of ICT among the youth with disabilities. DEPwD holds National IT Competition in concert with GITC.
5096,LG Electronic India is hosting GITC (Global IT Challenge) for youth with disabilities in India this year.
5097,"DEPwD organises ‘Global IT Challenge for Youth with Disabilities, 2018’from 9th to 11th November, 2018"
5098,India is hosting the Global IT Challenge for Youth with Disabilities 2018.
5099,"Shri Thaawarchand Gehlot, Union Minister for Social Justice and Empowerment will inaugurate the event on 9th November, 2018 and present awards to the winners on 11th November 2018."
5100,The competition will be held on the following aspects:-
5101,"E-tool (competition on application of MS-Excel, MS-Word etc) – individual event."
5102,E-life map challenge (ability to respond to specific situation) – individual event
5103,E-creative (ability to create animated story or game) – group event (country wise)
5104,E-content (ability to make video) – group event (country wise)
5105,About 100 youth with disabilities from 18 countries will take part in the National IT Challenge in June 2018. 12 participants from India will represent their country.
5106,Participation of high Government functionaries at the event will showcase the commitment of Government of India at the political and administrative level towards creating an environment inclusive of persons with disabilities through application of ICT and also to fulfil our international obligations enshrined under UNCRPD and SDGs.
5107,The Global IT Challenge was started in 1992 in Korea and has become a global event. It aims to enhance the information utilisation skill of youths with disabilities and to encourage their social participation.
5108,"The last youth with disabilities event was held in Hanoi, Vietnam in 2017."
5109,The GITC is organised by the Government of India and Rehabilitation International Korea.
5110,"Some of the prominent personalities from Korea who would be representing Rehabilitation International, Korea, the main organiser are:-"
5111,"Dr. In Kyu Kim, President of Rehabilitation International, Korea."
5112,"Mr Joon Oh, Professor at Kyung Hee University"
5113,"Mr Yanghee Choi, Professor at Seoul National University"
5114,"Mr Bong-kil Shin, Ambassador of the Embassy of the Republic of Korea in the socialist Republic of India"
5115,"Mr Hyun-Don Bae, Advise on ICT Development of National IT Industry Promotion Agency, Korea"
5116,"Mr Jang-woo Kwon, Chief of the Technical Committee of GITC"
5117,"Mr Nagesh Kumar, Director of Social Development Division, UNESCAP"
5118,Estimatesof Gross Domestic Product for the Second Quarter (July-September) of 2018-19
5119,"The Central Statistics Office (CSO), Ministry of Statistics and Programme Implementation has released the estimates of Gross Domestic Product(GDP)for thesecond quarter (July-September) Q2 of 2018-19, both at Constant(2011-12) and Current Prices, along with the corresponding quarterly estimates of expenditure components of the GDP."
5120,Estimates of GDP for Q2 of 2018-19 are presented below.
5121,I ESTIMATES OF GVA BY ECONOMIC ACTIVITY
5122,"GDP at Constant (2011-12) Prices in Q2 of 2018-19 is estimated to be higher by 7.1 percent compared to the previous quarter. Quarterly GVA (Gross Value Added) at Constant Price) at 2011-2012 is estimated at `31.40 lakh crore, as compared to `29.38lakh crore in the same quarter of the previous year."
5123,"The economic activities which grew by over 7% in Q2 of 2018-19 over Q1 of 2017-18 are: Manufacturing, Electricity, Gas, Water Supply, Construction, Public Administration, Defence and Other Services. The growth in the other economic activities was estimated to be 3.8%."
5124,"The second quarter estimates are based on Agricultural production during Kharif season of 2018-19, abridged financial results of Listed Companies from BSE/NSE, Index of Industrial Production (IIP), monthly accounts of Union Government Expenditure maintained by Controller General of Accounts (CGA) and of State Government Expenditures maintained by Comptroller and Auditor General of India (CAG), and performance of key sectors like Transport."
5125,The quarterly GVA at basic prices from the agriculture sector grew by 3.8 percent in Q2 2018-19 compared to Q2 2017-18. The production of Food Grains during the Kharif season of agriculture year 2018-019 grew by 0.6%.
5126,"Quarterly GVA at Basic Prices for Q2 2018-19 from Mining and Quarrying sector declined by 2.4%, as compared to growth of 6.9% in Q2 2017-18."
5127,GVA at Basic Prices for Q2 2018-19 from the manufacturing sector grew by 7.4 percent compared to 7.1 percent in Q2 2017-18. Private Corporate sector grew at 7.5 percent during the same period. The Quasi-Corporate and Unorganised Segment grew at 5.5%.
5128,"Electricity, Gas, Water Supply and Other Utility Services"
5129,"GVA at Basic Prices for Q2 2018-19 from the Electricity, Gas, Water Supply and Other Utility Services sector grew by 9.2%, compared to 7.7% in Q2 2017-18. IIP of Electricity grew by 7.5% in the same period."
5130,"The quarterly GVA at basic prices for Q2 2018-19 from ‘Construction’ sector grew by 7.8%, as compared to 3.1% in Q2 2017-18. Key indicators of Construction sector, namely, production of cement, steel and consumption of finished steel, grew by 12.5%, 7.6%, and 7.2%, respectively."
5131,"Trade, Hotels, Transport, Communication and Services related to Broadcasting"
5132,GVA at Basic Prices from the Trade sector grew by 6.8 percent in Q22018-19 compared to Q22017-18. 
5133,"Financial,Real Estate and Professional Services"
5134,"GVA at Basic Prices from the sector grew by 6.3 percent in Q2 2018-19 compared to Q2 2017-18. The key indicators of this sector are the quarterly growth of Corporate sector for Real Estate, Business Services andComputer Related Activities, AggregateBankDeposits, and Bank Credits."
5135,"Public Administration, Defence and Other Services"
5136,GVA at Basic Prices from this sector grew by 10.9percent in the second quarter of 2018-19 as compared to 6.1% in the first quarter of this year. Union Government Revenue Expenditure net of Interest Payments excluding Subsidies grew by 22.2% in Q2 of this season.
5137,"GDP at Current Prices in Q2 of 2018-19 is estimated to be higher by 12.0%. GVA at Basic Price at Current prices in Q 2 of 2018, is estimated at `41.46 lakh crore, as against `37.03lakh crore in the same period of 2017-18."
5138,(c)  Price Indices used as Deflators 
5139,"The Wholesale Price Index (WPI) in respect of the groups - Minerals, Manufactured products, Electricity and All Commodities has registered a growth of 8.2%, 4.4%, 6.4% and 5.0% during Q2 of 2018-19 over Q2 2017-18. Food Articles declined by 2.1%. The Consumer Price Index has shown a rise of 3.9%, compared to 3.0%, in the previous quarter."
5140,"The components of Expenditure on Gross Domestic Product, namely, Consumption Expenditure and Capital Formation are normally measured at Market Prices."
5141,Private Final Consumption Expenditure
5142,The government estimated the growth rates of PFCE and GDP for the second quarter of 2018-19 and 2017-18.
5143,Government Final Consumption Expenditure
5144,"The government's final consumption expenditure (GFCE) at Current Prices is estimated to be higher in Q2 of 2018-19 as it was higher in the previous two quarters. In terms of GDP, the rates of GFCE at Current and Constant (2011-2012) Prices are estimated to13.1 and 12.4%."
5145,"Gross Fixed Capital Formation (GFCF) at Current Prices is estimated to be 13.28 lakh crore in Q2 of 2018-19 as against`11.37 lakh crore at Constant (2011-2012) Prices. In terms of GDP, the rates of GFCF at Current and Constant Prices are estimated to 29.2 percent and 32.3 percent, respectively."
5146,"Estimates of the GVA at Basic Price by kind of economic activity and the Expenditures on GDP in Q2 and H1 of the 2016-17, 2017-18 and 2018-19 at Constant (2011-2012) and Current Prices are given in Statements 1 to 8.12."
5147,"The next release of quarterly GDP estimate for the quarter October-December, 2018 will be on 28.02.2019."
5148,STATEMENT 1: QUARTERLY ESTIMATES OF GVA AT BASIC PRICES
5149,"Electricity, Gas, Water Supply &Other Utility Services"
5150,"Trade, Hotel, Transport, Communication &Services related to Broadcasting"
5151,"Financial, Real Estate & Professional Services"
5152,"Public Administration, Defence& Other Services"
5153,STATEMENT 2: QUARTERLY ESTIMATES OF EXPENDITURES OF GDP
5154,Expenditures of Gross Domestic Product
5155,1. Private Final Consumption Expenditure (PFCE)
5156,2. Government Final Consumption Expenditure (GFCE)
5157,3. Gross Fixed Capital Formation (GFCF)
5158,GDP (Percentage change over previous year)
5159,STATEMENT 3: QUARTERLY ESTIMATES OF GVA AT BASIC PRICES
5160,"Electricity, Gas, Water Supply &Other Utility Services"
5161,"Trade, Hotel, Transport, Communication & Services related to Broadcasting"
5162,"Financial, Real Estate & Professional Services"
5163,"Public Administration, Defence&Other Services"
5164,STATEMENT 4: QUARTERLY ESTIMATES OF EXPENDITURES OF GDP
5165,Expenditures of Gross Domestic Product
5166,1. Private Final Consumption Expenditure (PFCE)
5167,2. Government Final Consumption Expenditure (GFCE)
5168,3. Gross Fixed Capital Formation (GFCF)
5169,GDP (Percentage change over previous year)
5170,STATEMENT 5: ESTIMATES OF GVA AT BASIC PRICES IN H1
5171,"Electricity, Gas, Water Supply &Other Utility Services"
5172,"Trade, Hotel, Transport, Communication &Services related to Broadcasting"
5173,"Financial, Real Estate &Professional Services"
5174,"Public Administration, Defence&Other Services"
5175,STATEMENT 6: ESTIMATES OF EXPENDITURES OF GDP IN H1
5176,Expenditures of Gross Domestic Product in H1
5177,Private Final Consumption Expenditure (PFCE)
5178,Government Final Consumption Expenditure
5179,Gross Fixed Capital Formation (GFCF)
5180,GDP (Percentage change over previous year)
5181,STATEMENT 7: ESTIMATES OF GVA AT BASIC PRICES IN H1
5182,"Electricity, Gas, Water Supply & Other Utility Services"
5183,"Trade, Hotel, Transport, Communication & Services related to Broadcasting"
5184,"Financial, Real Estate & Professional Services"
5185,"Public Administration, Defence&Other Services"
5186,STATEMENT 8: ESTIMATES OF EXPENDITURES OF GDP IN H1
5187,Expenditures of Gross Domestic Product in H1
5188,1. Private Final Consumption Expenditure (PFCE)
5189,2.Government Final Consumption Expenditure 
5190,3.Gross Fixed Capital Formation (GFCF)
5191,GDP (Percentage change over previous year)
5192,National accounts Statistics: Back-Series 2004-05 TO 2011-12
5193,"The base year of National Accounts is periodically revised to account for the structural changes that have taken place in the economy over time and to depict a better picture of the economy through macro-economic aggregates like Gross Domestic Product (GDP), National Income, consumption expenditure and other related aggregates and indicators."
5194,Back-Series 2004-05 TO 2011-12: Please click here 
5195,Major Highlights of Back-Series 2004-05 TO 2011-12: Please click here
5196,Payroll Reporting in India – A Formal Employment Perspective
5197,"The Central Statistics Office (CSO) and Ministry of Statistics and Programme Implementation have released a press note on Employment Outlook of the country covering the period September, 2017 to September, 2018."
5198,Click here to access the detailed note related to Employment Outlook
5199,"26th Conference of Central and State Organizations (COCSSO) held at Dharamshala, Himachal Pradesh"
5200,"The 26th edition of Central and State Statistical Organizations Conference was organized by the Ministry of Statistics and Programme Implementation. It was held in Dharamshala, Himachal Pradesh on 15th and 16th November, 2018."
5201,The 26th Central and State Statistics Conference (COCSSO) is taking place.
5202,The conference on improving the quality of data brought out by Central and State Governments and strengthening the statistical system of the country was held in Delhi.
5203,26th Conference of Central and State Organizations Information to the Press
5204,"Ministry of Statistics and Programme Implementation is organizing 26thConference of Central and State Organizations (COCSSO) on 15-16th November 2018 at hotel D’Polo Dharamshala, Himachal Pradesh. The conference will be inaugurated by Shri Vijay Goel."
5205,"Quick Estimates of Index of Industrial Production and Use-Based Index for the Month of September, 2018(Base 2011-12=100)"
5206,The Quick Estimates of Index of Industrial Production with base 2011-12 for the month of September 2018 are 4.5 percent higher than in the same month of last year. The cumulative growth for the period April-September 2018 is 5.1 percent.
5207,"The Indices of Industrial Production for the Mining, Manufacturing and Electricity sectors for the month of September 2018 show a growth rate of 0.2%, 4.6% and 8.2% compared to September 2017. The cumulative growth rate for these three sectors during April-September 2018 is 3.3%, 5.3% and 6.2%."
5208,The manufacturing sector has shown positive growth during the month of September 2018 as compared to the corresponding month of the previous year.
5209,"Growth rates in September 2018 over September 2017 are 2.6 percent in Primary goods, 5.8 percent in Capital goods, 1.4 percent in Intermediate goods, 9.5 percent in Infrastructure/ Construction Goods and 6.2 percent in Consumer Durables."
5210,There are item groups exhibiting larger variations in production.
5211,The Quick Estimates of IIP for the month of September 2018 have undergone the final revision.
5212,The following statements are enclosed:.
5213,"The release of the Index for October 2018 will be on Wednesday, 12th December 2018."
5214,This Press release information is also available at the Website of the Ministry - http://www.mospi.nic.in
5215,Press release in Hindi follows and shall be available at: http://mospi.nic.in/hi
5216,STATEMENT I: INDEX OF INDUSTRIAL PRODUCTION - SECTORAL
5217,"Consumer Price Index numbers on base 2012=100 for Rural, Urban and Combined for the Month of October 2018"
5218,"The Central Statistics Office (CSO), Ministry of Statistics and Programme Implementation has revised the Base Year of the Consumer Price Index (CPI) from 2010=100 to 2012=100 with effect from the release of indices for the month of January 2015."
5219,"2. In this press note, the CPI (Rural, Urban, Combined) and CFPI (Consumer Food Price Index) for all India Rural, Urban and Combined are being released."
5220,All India Inflation rates (%) based on CPI (General) and CFPI 
5221,"Notes: Prov. – Provisional, Combd. - Combined"
5222,The monthly changes in the General Indices and CFPIs are given below.
5223,Monthly changes (%) in All India CPI (General) and CFPI: Oct. 2018 over Sep. 2018.
5224,Note: Figures of October 2018 are provisional.
5225,The inflation indices for October 2018 and September 2018 are being released with this note for all India and for State/UTs.
5226,The price data are collected by the Field Operations Division of NSSO and the Department of Posts.
5227,Next date of release: 12th December 2018.
5228,- : CPI (Rural) for housing is not compiled.
5229,The weights are indicative to show relative importance of groups and sub-groups.
5230,All India annual inflation rates (%) for October 2018 (Provisional)
5231,- : CPI (Rural) for housing is not compiled.
5232,State/UT wise General Consumer Price Indices 
5233,The receipt of price schedules is less than 80% of allocated schedules and indices are not compiled.
5234,Major State/UT wise annual inflation rates (%) for October 2018 (Provisional)
5235,Steel Minister condoles death of Union Minister Ananth Kumar
5236,"Ananth Kumar, a minister of Chemicals and Fertilizers and Parliamentary Affairs died."
5237,Chaudhary Birender Singh recalled Ananth Kumar’s organising abilities and his leadership qualities and said as a veteran Parliamentarian he always left an indelible impression.
5238,The Steel Minister said he stands by the bereaved family members in this hour of grief and joins them in prayers.
5239,Ananth Kumar passed away today morning in Bengaluru.
5240,Demand for Domestic Iron and Steel Products Witnesses Substantial Growth
5241,"The Ministry of Steel has ensured placement of orders for iron and steel products worth nearly Rs. 8129 crore from June 2017 to October 2018. Ministry of Railways, ONGC, GAIL, EIL, HPCL and others have placed orders with domestic iron and Steel manufactures for various categories of rails, pipe and tubes. Discussions are on to increase consumption of rails manufactured indigenously."
5242,"Ministry of Steel has a policy to give preference to domestically manufactured iron and steel products (DMI&SP) in Government procurement. To ensure that the Policy is implemented effectively, a Standing Committee under the Ministry of Steel chaired by Secretary Steel has been constituted to oversee its implementation."
5243,The Ministry of Steel organized a Conclave in Bhubaneswar in October this year for domestic manufacturers of capital goods meant for the steel sector. A memorandum of understanding (MoU) worth more than Rs.39400 crore was signed between foreign capital goods manufacturers and technology providers and Indian capital goods producers.
5244,Extension of Norms for Mandatory Packaging in Jute Materials
5245,"The Cabinet Committee on Economic Affairs, chaired by the Prime Minister Shri Narendra Modi has given its approval to expand the scope of mandatory packaging norms under the Jute Packaging Material (JPM) Act, 1987 as follows: "
5246,The CCEA has approved a policy mandatorily packing food grains and sugar in jute bags.
5247,The government plans to auction 10% of indents of jute bags for packing foodgrains.
5248,"The decision will give a fillip to the development of jute sector; increasing the quality and productivity of raw jute, diversification of jute sector and also boosting and sustaining demand for jute product."
5249,The government has been making efforts to boost the jute sector.
5250,"The jute industry in India is heavily dependent on the Government sector, which buys jute bags worth more than Rs. 6,500 crore for packing foodgrains every year."
5251,"The decision will benefit farmers and workers located in the Eastern and North Eastern regions of the country particularly in the states of West Bengal, Bihar, Odisha, Assam, Andhra Pradesh, Meghalaya and Tripura."
5252,Measures by the Government to support the Jute Sector:
5253,The government has been supporting jute farmers to improve the quality and productivity of raw jute.
5254,Jute Corporation of India (JCI) has been given a grant of Rs. 100 crore for 2 years starting from 2018-19.
5255,The National Jute Board has established a number of initiatives to promote the development of jute sector.
5256,"The government of India imposed definitive anti-dumping duty on jute imports from Bangladesh and Nepal. As a result of these measures, 13 tie mills in Andhra Pradesh had resumed operation and benefitted 20,000 workers. There will be an additional demand of 2.5 Lakh MT of jute goods for the domestic market."
5257,"Jute SMART, an e-govt initiative, provides an integrated platform for procurement of B-Twill sacking by Government agencies. JCI transfers 100% funds to jute farmers online."
5258,"Governor of Tripura Inaugurates 7thInternational Tourism Mart in Agartala, Tripura"
5259,53 foreign Delegates from 18 Countries are participating in Mart
5260,"The Governor of Tripura Prof. Kaptan Singh Solanki inaugurated the 7th International Tourism Mart for the North-East States in Agartala, Tripura this evening."
5261,"Prof. Kaptan Singh Solanki, a professor of tourism promotion in India, has delivered the inaugural address at the annual conference of the Indian Institute of Tourism."
5262,The state government of Tripura has outlined a vision to transform the state into a model state in the span of next three years. The state government is taking steps for holistic development of the Tourism sector with the support from the Union ministry of Tourism.
5263,"In his address, Shri. K J Alphons stressed on the promotion of tourism in the North Eastern states."
5264,The North East region is an attractive tourist destination. Tripura had the largest number of tourists last year.
5265,"A total of 53 foreign delegates from 18 countries are participating in the Mart. Besides the foreign delegates, 26 domestic Tour Operators from other parts of the country and 78 sellers from the North Eastern States are also present."
5266,International delegates from the North Eastern States are visiting the region. Post-mart familiarisation tours to the states have been arranged for them. An exhibition by State Tourism Departments from the region has been organized to showcase the tourism products of respective States.
5267,This is the 7th edition of the International Tourism Mart. It brings together the tourism business fraternity and entrepreneurs from the eight North Eastern States.
5268,The International Tourism Marts are organised every year in the North Eastern States.
5269,The North East Region of India is rich in tourist attractions and products.
5270,"7th International Tourism Mart to be held in Agartala, Tripura from 22nd – 24th November 2018"
5271,41 foreign delegates from 18 countries to participate in the Mart
5272,"The International Tourism Mart will be held in Agartala, Tripura from 22nd to 24th November 2018. It will be inaugurated by the Governor of Tripura."
5273,This is the 7th edition of the International Tourism Mart. It brings together the tourism business fraternity and entrepreneurs from the eight North Eastern States.
5274,The International Tourism Marts are organised in the North Eastern States on rotation basis.
5275,The North East Region of India is rich in tourist attractions and products.
5276,The ITM will see wide participation of international buyers and media delegates from countries around the world. 41 foreign delegates from 18 countries will be in Tripura for the Mart.
5277,"The three-day event organised by Tour Operators of the North Eastern States is being held in Agartala, India."
5278,International delegates from the North Eastern states will go on post-mart familiarisation tours to the region.
5279,Ministry of Tourism rolls out online Certification programme for Tourist Facilitators
5280,The Incredible India Tourist Facilitator Certification Programme has been launched today.
5281,"The certification program of the Ministry of Tourism, Government of India is being launched today. It aims to train facilitators for knowledge, skills and attitude domains."
5282,"The Secretary of State for India, Smt. Rashmi Verma, has launched an initiative to provide online tourist facilitators."
5283,The IITFC program aspires to reach out to a far-flung audience encompassing a diversity of candidates.
5284,The online learning management programme has been developed by M/s Wipro Limited and the content supported by the Indian Institute of Tourism & Travel Management.
5285,"The Ministry of Culture exchanged four MoUs with M/s. Yatra Online under ‘Adopt-a-Heritage’ for adoption of Qutub Minar in New Delhi, Ajanta Caves in Maharashtra, Leh Palace in Jammu and Kashmir and Hazara Rama Temple and Hampi in Karnataka."
5286,Two important North East Circuits under Swadesh Darshan Scheme of Central Tourism Ministry inaugurated in Arunachal Pradesh today
5287,16.7% increase in Foreign Tourist Arrivals in 2017 over 2016 in North Eastern region.
5288,"Two important projects under Swadesh Darshan Scheme were inaugurated at PTSO Lake in Tawang, Arunachal Pradesh today."
5289,The region received more foreign tourists than ever before in 2017. The number of domestic tourists also increased significantly.
5290,"The project Development of Bhalukpong- Bomdila-Tawang - Bumla Pass - Gritsang TSO lake, PTSO Lake, Thingbu and Grenkha Hot Spring are being developed."
5291,"The project Development of Nafra- Seppa- Pappu, Pasa, Pakke Valleys- Sangdupota- New Sagalee- Ziro- Yomcha was sanctioned by the Ministry of Tourism in December 2015 for Rs 97.14 Crores. The facilities developed under this project includes Helipad, Wayside amenities, trekking trails, Rafting Centre, Log Huts, craft bazaar, Eco Park, Tourist facilitation centres, parking, multipurpose Hall, festival ground etc."
5292,The Ministry of Tourism is promoting development of tourism in North Eastern Region.
5293,The Ministry of Tourism has given great impetus to the tourism infrastructure in the region under its flagship schemes of Swadesh Darshan and PRASHAD. It has sanctioned 16 projects for Rs. 1349.04 crores for development of Tourism infrastructure covering all North Eastern States. The Ministry is actively working with other Central Ministries for the development of the region.
5294,Swadesh Darshan scheme aimed at developing thematic circuits in the country is being implemented by the Ministry of Tourism. The scheme has been launched in 2014-15 and as on date the Ministry has sanctioned 73 projects worth Rs. 5873.99 Crore to 30 States and UTs. 6 projects have been inaugurated as of date.
5295,The Ministry of Tourism organizes International Travel Mart every year in one of the North Eastern states to promote the tourism products and its rich culture. It also set up Hotel Managements and Food Craft Institutes to create skilled manpower in the hospitality sector.
5296,India and the Republic of Korea sign MoU for strengthening cooperation in the field of Tourism
5297,The Ministry of Tourism signed a Memorandum of Understanding with the Republic of Korea for strengthening cooperation in the field of Tourism in New Delhi today.
5298,The main objectives of the Memorandum of Understanding are:
5299,To expand bilateral cooperation in tourism sector
5300,To increase Exchange of information and data related to tourism
5301,To encourage cooperation between tourism stakeholders including Hotels and Tour Operators
5302,To establish exchange programmes for cooperation in Human Resources Development
5303,To encourage Investment in the Tourism and Hospitality sectors
5304,To exchange visits of Tour Operators / Media / Opinion Makers for promotion of two way tourism
5305,"To exchange experience in the areas of promotion, marketing destination development and management"
5306,To encourage participation in travel fairs/exhibitions in each other’s country
5307,"To promote safe, honorable and sustainable tourism"
5308,The signing of Memorandum of Understanding will increase tourist arrivals from the Republic of Korea.
5309,"Shri K J Alphons inaugurates Tourist Facilitation and Information Counter at IGI Airport, New Delhi"
5310,"Tourism Ministry to open 24X7 Facilitation Counters in Mumbai, Chennai, Kolkata, Gaya and Varanasi soon"
5311,"Shri K.J. Alphons, Union Minister for Tourism inaugurated the Tourist Facilitation and Information Counter at Indira Gandhi International Airport New Delhi today."
5312,The Minister of Tourism opened a facilitation centre for visitors at IGI airport.
5313,"The Tourist Facilitation Counter at IGI Airport, New Delhi is manned by 2 staff and a Supervisor. It is stocked with high quality tourist literature and brochures."
5314,Cabinet approves MoU between India and Korea for strengthening cooperation in the field of Tourism
5315,The Union Cabinet has approved signing of a MoU between India and Korea for strengthening cooperation in the field of Tourism.
5316,The main objectives of the Memorandum of Understanding are:
5317,To expand bilateral cooperation in tourism sector
5318,To increase Exchange of information and data related to tourism
5319,To encouraging cooperation between tourism stakeholders including Hotels and Tour Operators
5320,To establish exchange programmes for cooperation in Human Resources Development
5321,To encourage Investment in the Tourism and Hospitality sectors
5322,To exchange visits of Tour Operators / Media / Opinion Makers for promotion of two-way tourism
5323,"To exchange experience in the areas of promotion, marketing destination development and management"
5324,To encourage participation in travel fairs/exhibitions in each other's country and
5325,"Promoting safe, honorable and sustainable tourism."
5326,India and Korea want to strengthen their diplomatic and economic relationship.
5327,Korean tourists are one of the leading tourist generating markets for India from East Asia. The signing of the MoU with Korea will help increase arrival from this source market.
5328,"M/o Tribal Affairs felicitates Ms. Mary Kom, 6th time women’s world boxing champion at Aadi Mahotsav, Dilli Haat."
5329,A fortnight long ‘Aadi Mahotsav’ concludes today
5330,"Mary Kom, 6th time Women’s World Boxing Champion, was felicitated by the Tribal Affairs and TRIFED at the closing ceremony of Aadi Mahotsav."
5331,The facilitation ceremony was held in Delhi. It was attended by the minister for tribal affairs and other senior politicians.
5332,"Shri Jual Oram, Minister of Tribal Affairs and TRIFED/TRIBES India congratulated Ms. Mary Kom on her 6th World Boxing Championship gold medal."
5333,"The festival celebrated the Spirit of Tribal Culture, Cuisine and Commerce."
5334,The festival of tribal music and dance was held in the city centre.
5335,"NCST to Visit A&N Islands from 4th to 6th December, 2018 to Investigate and Monitor the issue of US National Feared Killed by Protected Tribes"
5336,The issue of US national feared killed by protected tribes in Andaman and Nicobar Islands was discussed in the 108th meeting of the National Commission for Scheduled Tribes. A five-member committee under the chairmanship of Secretary (Tribal Welfare) of Andaman & Nicobar Administration has been constituted to deal with the issue.
5337,to review the institutional mechanism to prevent the landing of the foreign national in the North Sentinel Island; and
5338,to suggest measures to prevent such incidents in future.
5339,The Committee will submit its report within 30 days.
5340,The Commission will be visiting A&N Islands from 4th to 6th December 2018 for investigation and monitoring of the Sentinelese tribes' rights.
5341,"“Aadi Mahotsav” organized by Tribal Affairs Ministry continues in full fervour at Dilli Haat, New Delhi"
5342,"The 4th edition of Aadi Mahotsav, a national festival celebrating tribal culture, craft, cuisine and commerce is being held at Dilli Haat, Shri Aurobindo Marg, INA till 30th November 2018. The previous edition in Central Park, New Delhi ended on 19th November."
5343,This year's Mahotsav festival of tribal artisans and chefs is taking place.
5344,Mary Kom has been chosen as brand ambassador of TRIFED.
5345,"The “Aadi Mahotsav” is receiving very encouraging patronage from Delhites this year also, as people throng the festival in large numbers."
5346,NCST expresses serious concern over incident involvingUs National in A&N Islands
5347,Seeks Immediate Report from MHA and A&N administration 
5348,The National Commission for Scheduled Tribes has expressed serious concern over the news report regarding one US national feared killed by protected tribe in Andaman and Nicobar Islands.
5349,The Commission has asked the government for information regarding relaxation of the Restricted Area Permit for foreign nationals and tourism development in 29 islands of Andaman & Nicobar Islands.
5350,The recommendations of the Commission on Particularly Vulnerable Tribes Groups (PVTGs) of Andaman & Nicobar Islands have been adopted.
5351,"Chairperson of NCST, Dr. Nand Kumar Sai has written to the Union Home Minister on 8th August, 2018, asking him to safeguard the interests of tribals under Protection of Aboriginal Tribes Regulations."
5352,"shri jual oram inaugurates “aadi mahotsav” organized by m/o tribal affairs from 16thto 30th november, 2018 in delhi"
5353,"Shri Jual Oram, Union Minister for Tribal Affairs, has inaugurated the Aadi Mahotsav. The festival will be held from 16-30 November at Dilli Haat, INA; from 21-30 October at Nehru Park, and from 16 to 19 November at Central Park."
5354,"The Mahotsav, a festival celebrating the culture of Tribes, is taking place."
5355,"The Mahotsav festival is taking place. It is a celebration of tribal culture, craft, cuisine and commerce."
5356,"Shri Oram, the spiritual leader of Adivasi tribe, was speaking at a cultural event organised by Ministry of Culture."
5357,The Mahotsav is taking place from 23 to 24 November.
5358,Tribal products are being displayed at Mahotsav.
5359,"Ministry of Tribal Affairs & Trifed to organize “Aadi Mahotsav” from 16th to 30th November, 2018 in Delhi –Jual Oram"
5360,"Aadi Mahotsav is being held from 16-30 November 2018 at Dilli Haat, INA. It will be held simultaneously at Nehru Park, New Delhi and Central Park."
5361,"The festival is a celebration of tribal culture, craft, cuisine and commerce. Over 200 tribal artisans and artists from different States will be participating in the festival."
5362,Shri Oram explains the significance of Aadi Mahotsav to the Adivasi tribe.
5363,"He informed the media that more than 600 Artisans from 23 States, 80 Tribal Chefs from more than 20 States and 14 Dance Troupes comprising more than 200 Artists will participate in the Mahotsav."
5364,"The Mahotsav will be held on 23 November. There will be live demos for making Mahua wine, TAA Ras and Candy Mahua Imli Chutney, live demonstrations for making Lac bangles, painting demo for 4 different school of painting, fashion show for tribal textiles, fashion accessories etc. and Tribal Cuisines making and sale from different States."
5365,"Tribal products to be displayed at Mahotsav will include - Heritage collection of Sarees like Bhandara, Maheshwari Bagh, Sambalpuri, Tassar, Cotton Kantha."
5366,Water storage level of 91 major reservoirs of the country goes down by two percent 
5367,"The water storage available in 91 major reservoirs of the country for the week ending on November 29, 2018 was 98.353 BCM, which is 61% of total storage capacity. The percentage was 63% for the previous week."
5368,There are 91 reservoirs in the country. 37 reservoirs have hydropower benefit and have installed capacity of more than 60 MW.
5369,The storage in reservoirs under CWC monitoring in northern region is better than last year and better than the average storage in the last ten years.
