,content
9492," This information was given by the Minister of State for Rural Development, Shri Ram Kripal Yadav in Lok Sabha today."
9493,"The deadline for connecting all eligible habitations with an all-weather road has been extended to March, 2019 from March 2022. Prime Minister Gram Sadak Yojana Phase-III will include such linkages. The Ministry of Rural Development has submitted a proposal to the competent authority."
9494,The priorities of elected representatives are to be considered when finalising District Rural Roads Plan (DRRP) and Core Network (CN).
9495,The Ministry of Rural Development advises all the state governments to strictly comply with the relevant provisions of the PMGSY guidelines.
9496,"This information was given by the Minister of State for Rural Development, Shri Ram Kripal Yadav in Lok Sabha today."
9497,Ministry of Rural Development has set up a National Social Advisory Committee to address the policy issues.
9498,"The objectives of the evaluation study is to cover wide range of issues like assessment of implementation of NSAP to ascertain the progress in terms of targets & achievements, evaluation of the selection processes adopted by various States for identification of beneficiaries, issues related to shifting from below poverty line (BPL) to Socio Economic Census (SECC) 2011 as criteria for identification of beneficiaries, evaluate the disbursement processes, mode of disbursement, periodicity and timely receipts of benefits, assess the progress and effectiveness of the Direct Benefit Transfer (DBT) processes, evaluate the status of Digitization, Aadhaar enrolment & verification processes, matter relating to Aadhaar, Aadhaar seeding, mapping of records etc."
9499,Further steps for revamping of the scheme is contingent upon considered decision on recommendations in consultation with the respective States.
9500,"This information was given by the Minister of State for Rural Development, Shri Ram Kripal Yadav in Lok Sabha today."
9501,Start-up Village Entrepreneurship Programme (SVEP)
9502,"  Start-up Village Entrepreneurship Programme (SVEP), the sub-scheme under the Deendayal Antyodaya Yojana - National Rural Livelihoods Mission (DAY-NRLM) has the objective of helping rural households including women to set-up enterprises."
9503,"The scheme to create enterprise was approved during 2015-16 and the formation started in 2017-18. As on 30th November 2018, 30,352 enterprises were formed across 20 States."
9504, Skill building support is provided to all the entrepreneurs supported under Start-up Village Entrepreneurship Programme through Community Resource Persons for Enterprise Promotion (CRP-EP).
9505,The SVEP process requires the preparation of Detailed Project Report (DPR) for each block.
9506," The details of the major ten types of enterprises selected by the entrepreneurs under the scheme in manufacturing, trading and services sector are given as Annexure-II."
9507,"Kudumbashree NRO, Kerala is supporting implementation of 69 projects, Entrepreneurship Development Institute of India (EDII), Ahmedabad NRO supports implementation of 42 projects and other Project Implementing Agencies (PIA) supports 20 projects."
9508," This information was given by the Minister of State for Rural Development, Shri Ram Kripal Yadav in Lok Sabha today."
9509,State wise and year wise details of enterprises formed
9510,Major ten types of enterprises formed in Trading sector:
9511,Major ten types of enterprises formed in Services sector:
9512,"  The details of the Gram Panchayats identified by the Hon’ble Members of Parliament (MPs) under SAGY, phase-wise are available on saanjhi.gov.in and can be accessed using the respective logins of Hon’ble MPs."
9513,The Gram Panchayats adopted under Saansad Adarsh Gram Yojana (SAGY) prepare Village Development Plans (VDP) containing prioritised time-bound activities to achieve holistic progress of the village.
9514,"In order to improve the implementation of the Scheme, several initiatives have been taken."
9515,The guidelines of Central Schemes have been amended or enabled to accord priority for the SAGY Gram Panchayats.
9516, Ministry has published a document named ‘SAHYOG’ as an indicative guidance document with the essential information on the existing social security schemes collated from respective Ministries to enrich the knowledge of villagers and village level functionaries to achieve 100% enrollment into the social/ financial Security Schemes in SAGY Gram Panchayats.
9517,"The Ministry of Rural Development has coordinated with other Central Ministries/ Departments for ensuring provision of four key basic services viz. power, drinking water, roads and education in all SAGY Gram Panchayats."
9518, The Ministry organised capacity building exercises for 373 SAGY functionaries from the Phase-II/III Gram Panchayats during April-June 2018 recognising that the implementation of SAGY requires highly motivated and knowledgeable personnel.
9519," Further, Ministry has met with the representatives of Industry and Professional Associations linked with Ministry of Corporate Affairs and oriented them on the opportunities presented by SAGY, Mission Antyodaya and other schemes for converging private / corporate investments with the government initiatives for the development of villages."
9520," This information was given by the Minister of State for Rural Development, Shri Ram Kripal Yadav in Lok Sabha today."
9521,Implementation of Rural Development Schemes
9522,The Ministry of Rural Development is implementing various schemes aimed at improving the quality of life of people in rural areas.
9523,The budget for rural development schemes has been increased substantially. States/UTs have been allocated more money for this purpose.
9524," This information was given by the Minister of State for Rural Development, Shri Ram Kripal Yadav in Lok Sabha today."
9525,"AE- Actual Expenditure, RE- Revised Estimate, BE- Budget Estimate"
9526,Mord Signs MoU with Maruti Suzuki India Ltd for Training Rural Youth for Skill Development Under Deendayal upadhyaya grameenkaushalya yojana (Ddu-Gky)
9527,Deen Dayal Upadhyaya Grameen Kaushalya Yojana (DDU-GKY) is the flagship placement linked skill-training programme under the Ministry of Rural Development (MoRD).
9528,The mission of the flagship scheme of MoRD is to ensure that rural poor youth are skilled in market relevant trades and job-relevant competencies.
9529,DUP-GKY aims to align its strategic objectives with the HR strategy of its clients.
9530,MoRD signed MOU with Maruti Suzuki India Ltd for training rural youth for skill development.
9531,"The average length of road in kilometers constructed per day under Pradhan Mantri Gram Sadak Yojana (PMGSY) during the last two years and the current financial year, State/UT-wise are given in Annexure-I."
9532,The PMGSY sanctioned roads as per the specifications for rural roads.
9533,"The unit for PMGSY programme is a Habitation. Out of 1,78,184 eligible unconnected habitations, 1,58,013 habitations have been sanctioned by the Ministry and 1,44,398 habitations already provided connectivity. States have provided connectivity to 16,310 habitations under their own schemes."
9534,"The implementation of PMGSY scheme is regularly reviewed by way of regional reviews and reviews. At district level, the District Development Coordination and Monitoring Committee headed by a Member of Parliament monitors the implementation of the scheme."
9535,"This information was given by the Minister of State for Rural Development, Shri Ram Kripal Yadav today in Lok Sabha."
9536,"The women participation rate in Mahatma Gandhi National Rural Employment Guarantee Scheme (MGNREGS) has been 55% in FY 2015-16, 56% in FY 2016-17, 53% in FY 2017-18 and 53% in 2018-19 (as on 07.12.2018) which has been above the statutory requirement of 1/3rd women participation under MGNREGS, as per the Mahatma Gandhi National Rural Employment Guarantee Act, 2005."
9537,The State/UT-wise details of employment provided to women under MGNREGS during the last three years are given at Annexure.
9538,"This information was given by the Minister of State for Rural Development, Shri Ram Kripal Yadav today in Lok Sabha."
9539,The Ministry of Railways has requested the government to include a subway in the estimate for road construction under Pradhan Mandri Gram Sadak Yojana (PMGSY).
9540,"This information was given by the Minister of State for Rural Development, Shri Ram Kripal Yadav in Lok Sabha today."
9541,Quality House Construction Under PMAY-G
9542,The erstwhile rural housing scheme Indira Awaas yojana (IAY) has been restructured into Pradhan Mantri Awas Yojana Gramin (PMAY-G) from 01.04.2016.
9543,"Pradhan Mantri Awaas Yojana-Gramin (PMAY-G) envisages training of Rural Masons with the objective of improving workmanship and quality of construction of houses while at the same time, increasing availability of skilled masons and enhancing employability of such masons."
9544," This information was given by the Minister of State for Rural Development, Shri Ram Kripal Yadav in Lok Sabha today."
9545,House Constructed under Pradhan Mantri Awaas Yojana-Gramin/ IAY from 2010-11 to 2018-19
9546,Data as reported by the States/UTs on AwaasSoft as on 11.12.2018
9547,"The Government organized “Gram Swaraj Abhiyan (GSA)” from 14th April to 05th May, 2018 and also extended the campaign to villages having population of more than 1,000 in 117 Aspiration Districts from 1st June 2018 to 15th August 2018."
9548,The campaign aimed at reaching out to poor households to enroll them in government schemes was launched during Gram Swaraj Abhiyan.
9549,"This information was given by the Minister of State for Rural Development, Shri Ram Kripal Yadav in Lok Sabha today."
9550,There is no separate provision for earmarking of targets to Other Backward Classes.
9551,The Ministry of Rural Development monitors the physical progress of houses allocated to different categories under PMAY-G.
9552,"(i). Instead of multiple bank accounts at various levels in the State/UT, a single account at the State level has been kept. State Nodal Account (SNA) is opened and funds under PMAY-G are transferred directly to the beneficiary account from SNA through the PFMS-AwaasSoft platform."
9553,(i). Performance monitoring is done through real time capture of progress using workflow enabled transactional data in AwaasSoft.
9554,"(ii). A mobile based application- ‘AwaasApp’, which empowers officials and citizens to capture and upload geo-tagged, time and date stamped photographs of the house at various stages of construction."
9555,"(iv). Implementation of PMAY-G is reviewed in Performance Review Committee (PRC) meetings on quarterly basis, Common Review Mission, regular State Coordinating Officers meeting, Area Officer’s visits and National Level Monitors visits."
9556,The detail of house allocated and constructed under PMAY-G in the State of Tamil Nadu during the last five year is as under:
9557,Data as reported by the State as on AwaasSoft as on 11.12.2018
9558,Category wise House Sanctioned under Pradhan Mantri Awaas Yojana-Gramin
9559,All figures are reported by States/UTs on Awaassoft as on 11.12.2018
9560,"This information was given by the Minister of State for Rural Development, Shri Ram Kripal Yadav in Lok Sabha today."
9561,Shyama Prasad Mukherji Rurban Mission
9562,"The Shyama Prasad Mukherji Rurban Mission (SPMRM) is under implementation across the country. It was launched by the Prime Minister on February 21st, 2016 with an outlay of Rs. 5142.08 crore."
9563,"The government has released more than Rs. 1314 crn of CGF, Rs. 627.91 crn as corresponding State Share and Administrative Funding to 29 States and 6 Union Territories."
9564,The development of clusters is focused on provision of basic and economic amenities.
9565, State-wise physical and financial progress is given in annexure-I and II.
9566,"This information was given by the Minister of State for Rural Development, Shri Ram Kripal Yadav in Lok Sabha today."
9567,State-Wise Physical Progress of SPMRM
9568,The maintenance of rural roads constructed under Pradhan Mantri Gram Sadak Yojana (PMGSY) is the responsibility of the State Government. The Ministry of Rural Development have extended support to the States in the maintenance management of rural road.
9569,The best performing States get financial incentives for periodic maintenance of rural roads under PMGSY.
9570,"The Ministry of Environment sanctioned 54,494 Km of road length under New Technology as on 6th December, 2018."
9571,"This information was given by the Minister of State for Rural Development, Shri Ram Kripal Yadav in Lok Sabha today."
9572,"Prime Minister Narendra Modi to inaugurate 106th Indian Science Congress (ISC)-2019 on 3rd January in Jalandhar, Punjab."
9573,There will be a huge gathering of Nobel Laureates and eminent scientists.
9574,"The Indian Science Congress 2019 is going to be held in Jalandhar, Punjab. PM Narendra Modi will inaugurate the 106th edition of ISC-2019 on 3 January 2019. PM Modi will address about 30,000 delegates, including Nobel Laureates, Union Cabinet Ministers and eminent scientists. "
9575,The 106th edition of Science Congress is being held in India.
9576,The Nobel Laureates will be participating in the event.
9577,The 106th session of the Indian Science Congress is going to be held. PM Modi will travel by bus to the venue.
9578,The Children’s Science Congress will target children aged 10-17 years for carrying forward innovation and research in science to a next level.
9579,"On the third day of ISC, two-day Science Communicators’ Meet will be inaugurated."
9580,"On 5th January, renowned women scientists and leaders from Government, academia and industry will take part in the inaugural Women's Science Congress."
9581,ISC-2019 will be the biggest and the most important science exhibition of India.
9582,"There will be many interesting things which will be showcased during different days of the science congress and the science congress will witnessabout 30,000 people from diverse sectors of the science community from top educational institutions, industry and allied areas of India and other countries."
9583,"Cabinet apprised of two Bilateral MoUs between India and Cuba, andIndia and Korea in the area of Biotechnology"
9584,The Union Cabinet has been apprised of the Bilateral Memorandums of Understanding signed between India and Cuba and India and Korea in the area of Biotechnology.
9585,"The MoUs have been signed to strengthen the Indo-Cuba and Indo-Republic of Korea bilateral ties, to work out the future agenda for the collaboration for Innovation in S&T Diplomacy to evolve a concrete strategic plan in the area of biotechnology education, training and research.The proposal has the potential towards employment generation for more than 50 postgraduates and Ph.Ds in biological sciences and related areas for a period of upto five years."
9586,India and Cuba signed a memorandum of understanding (MoU) on biotechnology during President of India's visit to Havana.
9587,India-Republic of Korea Collaboration
9588,India and Korea have signed an MoU in the area of biotechnology and bio-economy.
9589,Year End Review: Department of Biotechnology.
9590,"The Department of Biotechnology, Ministry of Science and Technology, pursued its vision of attaining new heights in biotechnology research."
9591,"Now we focus on some of the major highlights of the major policy decisions, programs supported during the year as follows:"
9592,The Union Cabinet has approved the DNA Technology Regulation Bill 2018.
9593,The Cancer Research UK and the DBT will invest £5m each in this initiative.
9594,The Department of Biotechnology (DBT) supports a three-tier fellowship programme on biomedical research at post-doctoral level.
9595,"15 new skill development courses for Post Graduate Certificate/Diploma were implemented with an objective to provide high quality hands on training in tools and techniques in Medical Biotechnology, Agricultural Biotechnology and Computational Biology."
9596,Indo-US collaboration on Genome Engineering/ Editing launched to provide opportunity to Indian students and scientists to gain exposure and access to world class research facilities in leading U.S. institutions.
9597,1stClean Energy International Incubator has been set up under Mission Innovation. Startups from 23 EU countries can potentially come and incubate in India.
9598,SAEN is a project which aims to promote new enterprises and to support existing industry in the secondary agriculture sector.
9599,"A major Mission program on Antimicrobial Resistance (AMR) was launched in October, 2018 with the vision to develop indigenous and cost-effective therapies against AMR; categorization of AMR-specific pathogen priority list of India; establishment of Bio-repository for AMR-specific pathogens; and development of rapid and cost-effective diagnostic kits to identify AMR-specific pathogens."
9600,The ATGC was launched to encourage technological innovation by providing funding opportunities for fundamental research that is explicitly aimed at application development.
9601,"A new regional centre for bio-innovation was established at Venture Centre, Pune."
9602,Cattle Genomics programme was launched to improve the germplasm of Indian Cattle breeds.
9603,A brief Area wise achievements for the year 2018-19 are placed below:
9604,Human Resource Development /Capacity Building 
9605,"15 Scientists selected forNational Bioscience Award for Career Development; 9 scientists awarded Innovative Young Biotechnologist Award; 2 scientists supported for National Women Bio-scientist (Senior, Junior)Award for Biotech Product, Process Development and Commercialization; 2 outstanding scientists awarded Distinguished Biotechnology Research Professorship Award; 75 awardedRamalingaswamire-entry fellowship; 160 Research Associates supported; 942 JRF’s supported, 89 students supported under Biotechnology finishing school programme"
9606,"""Bharat Boston Bioscience Beginning -B 4, Phase II"" for two years has been launched with a provision for 16 postdoctoral students to undergo training in Harvard University."
9607,"Devices, Implants, Make-in-India, Start-up India, Bioincubators (in collaboration with BIRAC)"
9608,A facilitation cell for start-ups and innovators at BIRAC has been set up.
9609,"Under the Startup India initiative, the Department of Biotechnology has sanctioned a biocluster at Pune and BIRAC has supported additional 4 new Bio-incubators during 2018 through BioNEST scheme."
9610,"With an aim to promote Make in India, BIRAC & KIHT (Kalam Institute of Health Technology) have collaborated to facilitate start-ups, entrepreneurs, researchers, academicians, incubation centres & SMEs in the area of Testing & Standardization of Medical Devices."
9611,BIRAC has established/ supported 5 new Bio-incubators during 2018.
9612,Affordable health care for a Swastha Bharat
9613,· DBT's Indo-US Vaccine Action Programme (VAP) & the Vaccine Grand Challenge Programme (VGCP) scored high with achievements like the lowest cost Rotavirus vaccine and major strides towards vaccine for diseases like malaria and dengue.
9614,· Vaccine for falciparum malaria is under toxicology assessment (JAIVAC 2) and vaccine for vivax malaria has completed phase I trial (JAIVAC1).
9615,"· A comprehensive program for prevention and control of sickle cell anemia and thalassemia has been initiated in phased manner starting with four districts of Odisha, namely Khorda, Sambalpur, Koraput (Aspirational district) and Balasore districts."
9616,Two technologies namely “Intra-Osseous Device (Ozyn-D” and a “Chest Tube Fixator and Sealing Device (PleuraGoh®” were licensed to start-up companies.
9617,AIIMS and THSTI developed a diagnostic test for TB meningitis.
9618,A comprehensive study on dementia was launched in India.
9619,The Department of Public Health is implementing selected projects to support research on vitamin D deficiency in India.
9620,Agriculture for doubling farmer’s income and food security
9621,"New wheat variety Unnat PBW343, resistant to leaf rust and stripe rust, was developed by PAU, Ludhiana."
9622,Two new Basmati rice varieties were developed and released by Central Variety Release Committee. Pusa BasmatI 1728 is a replacement of PusaBasmati 1401 and Pusabasmati 1718. They are grown on almost 1.40 million ha of land currently.
9623,"DBT-PGGF established a plant genotyping and genomics facility at NIPGR, New Delhi."
9624,A Program on Bovine Tuberculosis (bTB) was launched in collaboration with the Bill and Melinda Gates Foundation.
9625,A Pan India programme on canine health was launched to address major problems of Canine upkeep and maintenance.
9626,Clean Energy and Bioresource development
9627,"The Hon’ble Minister Dr Harsh Vardhan announced the DBT-ICT Centre for Energy Biosciences, Mumbai’s new project on Next Generation Waste Treatment Technology platform."
9628,Biorestoration technology was developed for Mangrove habitats of Sundarban.
9629,"A Microbial Repository Centre (MRC) has been established at IBSD, Imphal with the aim to act as the nodal centre for deposit, preservation, maintenance and supply of microbial resources originated from the North East (NE)."
9630,Memorandum of Understanding (MoU) was signed with International Energy Agency (IEA) on Enhancing Innovation for the Clean Energy Transition.
9631,"The Department of Rural Development has launched a new programme on ""Rural Bioresource Complex"". In the first phase, nine proposals institutions were awarded funding to address some of the issues related to health and nutrition, agriculture and allied areas."
9632,"The Department of Biotechnology has signed a Programme of Cooperation (POC) with Swedish Governmental Agency for Innovation Systems (Vinnova), Sweden The broad subject areas of cooperation under the Protocol shall be, but not limited to Circular and bio-based economy, including biomaterials; Health and life sciences including biomedical devices and Start-ups, incubators, test beds and bio clusters."
9633,The Department of Biotechnology and the EU's biggest research and innovation programme Horizon 2020 have announced joint call for proposal under Horizon 2020.
9634,Indo-Korea Collaboration in the area of Biotechnology and Bioeconomy was signed in New Delhi on 9th July 2018.
9635,"Indo-Japan Collaboration: A collaborative research centre called DAICENTER was formally launched at AIST, Tsukuba, Japan."
9636,"The Department of Biotechnology, Ministry of Science & Technology, Govt. of India has signed a memorandum of understanding (MoU) with Business Finland to cooperate in research and development."
9637,"Four Indian women farmers from the Aspirational Districts of Karnataka (Raipur), Assam (Darrang) and Assam attended a rice training programme. They will undergo advanced training in Los Banos, Philippines."
9638,The Department of Health in collaboration with European Union and DBT have committed to contribute EUR 15 million towards the call for next generation influenza vaccine.
9639,"16 autonomous institutions are working under the aegis of the Department of Biotechnology. They focus on basic, discovery and translational research. They also have a mandate of human resource development and societal outreach."
9640,"Medical Genetics Department at the Nizam’s Institute of Medical Sciences (NIMS) in Hyderabad is functional through a MoU with CDFD (Center for DNA Fingerprinting and Diagnostics), Hyderabad. CDFD conducts a DNB fellowship in Medical Genetics."
9641,"Institute of Life Sciences, Bhubaneshwar has identified several transcription factors with differential expression to salinity and drought stress in Phragmiteskarka. ILS developed twenty-seven expression vectors coupled to recombinant promoters for boosting agricultural production under stress conditions. "
9642,"National CryoEM Facility was operationalised in inaugurated in Institute for Stem Cell Science & Regenerative Medicine (inStem), Bangalore."
9643,"National CryoEM Facility in Institute for Stem Cell Science & Regenerative Medicine (inStem), Bangalore"
9644,"Centre for Chemical Biology & Therapeutics established in inStem recently completed the first phase of the development of Bractoppin, a drug-like inhibitor of phosphopeptide recognition by the human BRCA1 tandem (t)BRCT domain, which selectively inhibits substrate binding with nanomolar potency in vitro."
9645,ICGEB developed transgenic lines with significant tolerance for two broad-spectrum systemic herbicides glyphosate and sulfonylurea. ICGEB transferred dengue diagnostic technology to an Indian company and it was successfully commercialized. IC GEB filed 2 patents and published 100 research articles.
9646,ICGEB has developed high yielding rice through silencing of one of the specific cytokinin oxidase and multiple abiotic and biotic stress tolerant rice.
9647,"Regional Centre for Biotechnology (RCB), Faridabad launched PhD programme in Bioinformatics. RCB through partnership with European Synchroton Radiation Facility (ESRF) in France has imparted training to 200 researchers on advanced beamline for research purpose."
9648,"The National Agri-Food Biotechnology Institute (NABII), Mohali has developed two technologies, commercialised one product, transferred one technology, filed two patents, published 26 research articles and supported 4 PhD students and 5 Postdocs."
9649,"After harvest, apples are stored at 22°C and 65% humidity at 22-45°C with a 1% WP-SAOP composite coating."
9650,"National Center for Cell Science (NCCS) has published 51 research articles, filed 8 patents, obtained 8 patents and supported 26 PhD’s."
9651,"Center of Innovative and Applied Bioprocessing (CIAB) developed a scale up process for production of rose oxide value added citronella oil, atitania-based catalyst for large-scale isomerization of glucose to fructose, method for isolation of lignin from lignocellulosic biomass in acidic deep eutectic solvent, and a whey based beverage. CIAB has transferred 2 technologies on enzyme based process for rare sugar and whey."
9652,National Institute of Animal Biotechnology (NIAB) in Hyderabad has identified host proteins supporting the invasion and intracellular multiplication of Brucella.
9653,"Under MILAN (Meeting of Indian Livestock farmers and Agriculturists with NIAB scientists) programme, NIAB scientists have reached-out to 18 states including eight states of North-Eastern region for addressal of problems in goat rearing as there is high neonatal mortality and death of pigs in mass due to viral infections like swine fever, Porcine reproductive and respiratory syndrome virus (PRRS)."
9654,"NIPGR in Delhi has discovered a novel bacterium that can live inside rice plants and can eat the Rhizoctoniasolani(RS) fungus. It has also developed a high yielding variety of chickpea through molecular breeding approach. It filed 6 patent applications, published 81 research articles and supported 134 PhD students and 66 Postdocs."
9655,"Institute of Bioresources and Sustainable Development (IBSD), Imphal has established orchid cultivation units in the rural areas of Manipur for demonstration and training of farmers and unemployed youths."
9656,IBSD has a collection of 27466 microbial cultures originated from various ecological niches.
9657,"NII, Delhi has identified novel cellular factors affecting the replication of HIV within cells and a novel DNAase from Streptococcus pneumonia crucial for bacterial survival. NII transferred technology to Industry for the large-scale refolding of recombinant insulin, filed 10 patents and published 94 research articles."
9658,"Translational Health Science and Technology Institute (THSTI), Faridabad started two research projects. It developed 11 technologies, transferred one technology to industry, filed 11 patents, obtained 1 patent and supported 3 PhD students."
9659,The research of the National Brain Research Centre (NBRC) has supported 1 MSc and 5 PhD students.
9660,"Rajiv Gandhi Centre for Biotechnology (RGCGBi) in Trivandrum published a single dose of HPV vaccine to prevent cervical cancer, showed role of metformin in regression of vascular disease in patients with type 2 diabetes, and Amalakirasayana a traditional Indian Ayurvedic product. RGCB developed 5 technologies, transferred one technology to industry, filed 8 patents, obtained 1 patent, published 89 research articles."
9661,"Dr. Harsh Vardhan, Minister for Science and Technology and Earth Sciences visited RGCB on occasion of dedicating first phase of BIC at the KINFRA Film and Video Park in Kazhakootam."
9662,"RGCB Bio-Nest facility, managed by Rajiv Gandhi Centre for Biotechnology and Kerala Start-Up Mission, aims to provide a viable mechanism for licensing new technologies to upcoming biotech/pharma companies, start new local ventures and achieve early-state value enhancement of the technology with minimum financial inputs."
9663,"National Institute of Biomedical Genomics (NIBMG) launched Doctoral program on Biostatistics and Bioinformatics. It established a unit for genetic testing in the SSKM Hospital, Kolkata. It supported 2 PhD students."
9664,NIBMG has discovered a new mechanism of human papilloma virus action for cervical cancer and a new gene related to it.
9665,"NIBMG-Kalyani Systems Medicine Cluster is an example of cross-talk between doctors, basic scientists and biotechnologists to improve understanding of diseases."
9666,"The year 2019 bodes well and the Department of Biotechnology is poised to further has support various research programs in modern biology and biotechnology; build capacity in cutting edge areas of research, develop right kind of infrastructure, build new partnerships and nurture the existing ones."
9667,Year End Review: Council of Scientific and Industrial Research (Ministry of Science & Technology).
9668,The Council of Scientific and Industrial Research (CSIR) is one of the world's largest public funded R&D organisations. CSIR has the Prime Minister of India as its head.
9669,The year 2018 has been of great significance for CSIR.
9670,CSIR is creating entrepreneurship through translational research. It is setting up incubation centres.
9671,"CSIR-CFTRI, a mentor for the food & food processing industries, has established a Technology incubator, “Nutra-Phyto Incubation Centre”, in collaboration with the Government of Karnataka for working with/incubating industries in the domain and take them forward towards successful commercial ventures."
9672,CSIR-Centre for Cellular and Molecular Biology (CCMB) in Hyderabad has opened an incubation centre for start-ups.
9673,India’s first biofuel-powered flight: CSIR Technology for Aviation Grade Biofuel
9674,"A historic flight powered by biofuel from Dehradun to Delhi completed on August 27, 2018. "
9675,Successful Inaugural Flight of SARAS PT1N 
9676,SARAS PT1N (14 seater) designed and developed by CSIR-National Aerospace Laboratories (CSIR-NAL) successfully flew for the first time on 21.02.2018. The data collected from PT1n will help in the design of SARAS MkII.
9677,CSIR-NAL gets Rs. 100 crn plus order from HAL for manufacture of composite components for LCA-Tejas.
9678,"CSIR-NAL's collaboration with LCA program started from technology demonstrator (2 aircrafts) to prototype development (5 aircrafts), to limited series production (8 aircrafts, SP1 to SP20) and now to standard production aircrafts (SP1 toSP20). The initial IOC order of 20 sets is nearing completion. Composite technology developed by CSIR- NAL is used in the primary airframe components of LCA."
9679,CSIR-NAL and BEL ink a technical collaboration agreement for Electronic Target System (ETS).
9680,Drishti Transmissometer: Deployment across Indian Airports
9681,Drishti Transmissometers are a cost effective visibility measuring system. CSIR-National Aerospace Laboratories (CSIR-NAL) is the only organization in the country that developed this technology. Drishti transmissometers have been installed at a number of airports across the country.
9682,CSIR is implementing a Mission on Sickle Cell Anaemia.
9683,"CSIR’s new patented Clot buster, PEGylated Streptokinase set to revolutionize the treatment of Strokes"
9684,CSIR-IMTECH and Epygen have entered into an agreement for the development of PEGylated Streptokinase for treatment of Ischemic Stroke.
9685,CSIR-IGIB and Dr Lal Path Labs enter into partnership to enable Diagnosis of Prevalent Genetic Diseases
9686,CSIR-IGIB has entered into an agreement with Dr Lal PathLabs for licensing of 27 genetic tests.
9687,CSIR-NCL in collaboration with a start-up has developed a new class of self-expandable stents based on a novel scroll design.
9688,CSIR’s Divya Nayan for Visually Impound
9689,CSIR-Central Scientific and Industrial Organization has developed a Personal Reading Machine for Visually Impaired.
9690,Smart India Hackathon 2018: A non-stop 36-hour digital product development competition among Engineering/Technology Students
9691,"CSIR participated in Smart India Hackathon-2018-Software Edition and successfully organised 36-hour Grand Finale at CSIR-NCL, Pune. Three teams were shortlisted and were awarded."
9692,CSIR teams up with NVIDIA to set up AI innovation centre in Delhi
9693,Nvidia and CSIR-CEERI have established a centre of excellence for artificial intelligence (AI) research.
9694,AI based Movement Detection System to Boost Border Security
9695,"CSIR-CSIO, Chandigarh has developed a technology which can differentiate human movement from that of vehicles and cattle to check terrorism, drug influx and ensure full-proof border security."
9696,Development and licensing of affordable Water Disinfection System OneerTM
9697,"CSIR-IITR, Lucknow has developed technology for drinking water disinfection system. The technology has been transferred to M/s Bluebird Water Purifiers, New Delhi."
9698,CSIR and DoT partnership aims to establish a nationwide Time Stamping & Time Synchronization network and traceability of Time Signal.
9699,"Technologies for milk testing licensed to REIL, Jaipur for use by FSSAI."
9700,CSIR-CIMAP designated as Coordinating Center on Medicinal Plants by Indian Ocean Rim Association (IORA) .The IORA is an association of 21 countries and 7 dialogue partners which have identified 6 areas of cooperation including medicinal plants.
9701,The CSIR Aroma Mission is aimed at development of superior aroma crop varieties and their agro-technologies.
9702,The project to grow aromatic plants across the country has been successfully implemented.
9703,"The CSIR Phytopharmaceutical Mission is envisaged to bring transformative change in the medicinal plants sector through captive cultivation of selected medicinal plants, including rare, engendered and threatened species, production of quality planting material and development of region specific agro technologies; technology packages for production of GMP grade medicinal plant extracts; and phytopharmaceutical development from important medicinal plants."
9704,The project aimed at increasing the area of target plant cultivation has been successfully implemented.
9705,Catalysis for Sustainable Development (CSD) Mission
9706,The Indian Chemical Industry is the 3rd largest contributor to the overall chemical industry in Asia and the 8th largest chemicals producer worldwide. The mission mode program aims to develop chemical products and processes using renewable raw materials instead of fossil fuels.
9707,Innovative Processes and Technologies for Indian Pharmaceuticals and Agrochemical Industries (IMPROTICS) 
9708,"CSIR has launched a project on ""Innovative Processes and Technologies for Indian Pharmaceuticals and Agrochemical Sector Industries""."
9709,CSIR Mission on ‘Safety and Security of Vital Installations’
9710,"CSIR has recently launched a mission on ‘Safety and Security of Vital Installations’ which envisages to address following issues: Earthquake Hazard quantification studies in Uttarakhand; Design and development of efficient slope stabilization measures of mitigate landslide hazards for the safety of vital installations in hilly religions of NW Himalayan Belt; Safety of Hospitals particularly in seismic prone zones; To evolve blast and impact resistant design of Hardened Aircraft Shelter with layered configuration for a specified threat; Structural Health Monitoring (SHM) through innovative solutions consisting of smart video camera system, smart video surveillance system, Real-time system for identification of outsiders; Border security management system based on intelligent multi-sensor approach; and Active Fire Protection System for the design and development of customized fire safety and security solutions for Hospitals."
9711,CSIR has prepared an earthquake risk index map of Dehradun.
9712,"CSIR Mission on Development of Fast, Durable and Energy Efficient Mass Housing Scheme"
9713,"The mission is aimed at developing and deploying at a scale in partnership of stakeholders the prefab technologies for construction of fast, durable, energy efficient and affordable interventions for mass housing."
9714,CSIR Mission on Technologies for Robust Structural Health Monitoring of Critical Infrastructure and Conservation & Restoration of Heritage Structures
9715,The mission aims to develop technologies for structural health monitoring of critical infrastructure. The second part of the mission aims at developing state-of-the-art technologies for conservation and restoration of heritage structures.
9716,Waterless Chrome Tanning Technology- a Game Changing Technology
9717,Chromium tanning agent is used to tan leather in India. About 20 thousand tons of this tanning product is discharged in the wastewater. CSIR-CLRI has developed waterless chrome tanning technology.
9718,Waterless tanning technology has been adopted by 50 tanneries in India.
9719,Zero liquid discharge leather technology
9720,"The technology for zero wastewater discharge process for the first part of the leather manufacturing process, the pre-tanning processes has been developed and transferred to tanneries in Kanpur."
9721,High Grade Gelatin from and Protein Hydrolysate from Raw Hide and Skin Trimming Wastes
